delta,t2,w2,s2,b2,p2
0.01,0.000155688622754491,0.000964071856287425,0.00220359281437126,0.000197604790419162,0.000173652694610778
0.02,2.39520958083832e-05,0.000263473053892216,0.000796407185628743,2.9940119760479e-05,4.79041916167665e-05
0.03,5.98802395209581e-06,8.98203592814371e-05,0.00029940119760479,5.98802395209581e-06,5.98802395209581e-06
0.04,0,1.19760479041916e-05,5.38922155688623e-05,0,0
0.05,0,1.19760479041916e-05,4.19161676646707e-05,0,0
0.06,0,0,2.39520958083832e-05,0,0
0.07,0,0,0,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
