delta,t2,w2,s2,b2,p2
0.01,0.003,0.00791017964071856,0.015562874251497,0.00329341317365269,0.00305389221556886
0.02,0.000389221556886228,0.00177844311377246,0.00591616766467066,0.000437125748502994,0.000413173652694611
0.03,2.9940119760479e-05,0.000479041916167665,0.00207185628742515,2.9940119760479e-05,2.9940119760479e-05
0.04,5.98802395209581e-06,0.000107784431137725,0.000694610778443114,5.98802395209581e-06,5.98802395209581e-06
0.05,0,4.19161676646707e-05,0.000221556886227545,0,0
0.06,0,1.79640718562874e-05,7.78443113772455e-05,0,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,5.98802395209581e-06,1.79640718562874e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
