delta,t2,w2,s2,b2,p2
0.01,0.0147065868263473,0.0134191616766467,0.0108562874251497,0.021251497005988,0.0147425149700599
0.02,0.0114071856287425,0.0100299401197605,0.00779041916167665,0.0165269461077844,0.0115508982035928
0.03,0.00835928143712575,0.00754491017964072,0.00625149700598802,0.0125149700598802,0.00838922155688623
0.04,0.00591616766467066,0.00520958083832335,0.00444910179640719,0.00886826347305389,0.00598203592814371
0.05,0.00472455089820359,0.00415568862275449,0.00341916167664671,0.00709580838323353,0.00475449101796407
0.06,0.00330538922155689,0.00277245508982036,0.00237724550898204,0.00498802395209581,0.00335928143712575
0.07,0.00230538922155689,0.00213173652694611,0.00166467065868263,0.0035688622754491,0.00229940119760479
0.08,0.00179640718562874,0.00143712574850299,0.00125748502994012,0.0028562874251497,0.00179640718562874
0.09,0.00108383233532934,0.000946107784431138,0.000910179640718563,0.00174850299401198,0.00104790419161677
0.1,0.000934131736526946,0.000820359281437126,0.000706586826347305,0.00153892215568862,0.000958083832335329
