delta,t2,w2,s2,b2,p2
0.01,0.00362874251497006,0.00969461077844311,0.016562874251497,0.00405988023952096,0.00368263473053892
0.02,0.000670658682634731,0.00229341317365269,0.00582035928143713,0.000748502994011976,0.000676646706586826
0.03,0.000143712574850299,0.000670658682634731,0.00238922155688623,0.000179640718562874,0.000143712574850299
0.04,2.9940119760479e-05,0.000167664670658683,0.000706586826347305,2.9940119760479e-05,2.9940119760479e-05
0.05,0,2.39520958083832e-05,0.000173652694610778,0,0
0.06,0,1.19760479041916e-05,5.38922155688623e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
