delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0218922155688623,0.0314850299401198,0.0202035928143713,0.0302814371257485,0.0268083832335329,0.0150958083832335,0.0227005988023952,0.0153473053892216,0.0246826347305389,0.0192874251497006
0.02,0.0413952095808383,0.0518502994011976,0.0347065868263473,0.0554431137724551,0.0475508982035928,0.0279281437125749,0.0360059880239521,0.0275389221556886,0.0440838323353293,0.0337365269461078
0.03,0.0623652694610779,0.0755149700598802,0.047562874251497,0.0827544910179641,0.0722275449101796,0.0411736526946108,0.0516167664670659,0.0373293413173653,0.0654251497005988,0.0499520958083832
0.04,0.092059880239521,0.108341317365269,0.0631976047904192,0.121005988023952,0.106071856287425,0.0591916167664671,0.0733532934131737,0.0477185628742515,0.0960119760479042,0.0728922155688623
0.05,0.132694610778443,0.151976047904192,0.0873592814371258,0.169904191616766,0.151011976047904,0.0875149700598802,0.104760479041916,0.0667964071856287,0.137892215568862,0.105814371257485
0.06,0.183898203592814,0.207125748502994,0.11651497005988,0.230712574850299,0.207634730538922,0.12440119760479,0.146245508982036,0.0899461077844311,0.190293413173653,0.148586826347305
0.07,0.249449101796407,0.273101796407186,0.156455089820359,0.304592814371257,0.275784431137725,0.176467065868263,0.20051497005988,0.122461077844311,0.257562874251497,0.206167664670659
0.08,0.327610778443114,0.348910179640719,0.204101796407186,0.389556886227545,0.355053892215569,0.240311377245509,0.265952095808383,0.163982035928144,0.336694610778443,0.274191616766467
0.09,0.403556886227545,0.422119760479042,0.251538922155689,0.470568862275449,0.431071856287425,0.30837125748503,0.331011976047904,0.204964071856287,0.413580838323353,0.343874251497006
0.1,0.483125748502994,0.49777245508982,0.310407185628743,0.549796407185629,0.509131736526946,0.384467065868263,0.404622754491018,0.258592814371257,0.493467065868264,0.419353293413174
