delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.060437125748503,0.0926287425149701,0.0921377245508982,0.0623532934131737,0.0636586826347305,0.0443173652694611,0.0732994011976048,0.0750958083832335,0.0477784431137725,0.0479041916167665
0.02,0.147850299401198,0.177646706586826,0.15551497005988,0.151455089820359,0.152526946107784,0.10937125748503,0.137838323353293,0.122634730538922,0.118251497005988,0.114892215568862
0.03,0.282449101796407,0.305754491017964,0.244826347305389,0.289125748502994,0.288538922155689,0.218730538922156,0.243712574850299,0.194191616766467,0.234652694610778,0.226437125748503
0.04,0.456353293413174,0.464479041916168,0.357922155688623,0.465095808383234,0.46337125748503,0.375431137724551,0.391664670658683,0.295766467065868,0.397359281437126,0.385089820359281
0.05,0.631191616766467,0.618233532934132,0.475053892215569,0.639808383233533,0.637526946107784,0.549868263473054,0.54551497005988,0.407335329341317,0.57251497005988,0.559323353293413
0.06,0.76625748502994,0.74462874251497,0.586191616766467,0.774311377245509,0.77062874251497,0.699874251497006,0.68222754491018,0.518850299401198,0.719724550898204,0.707311377245509
0.07,0.863239520958084,0.842077844311377,0.68922754491018,0.870065868263473,0.865874251497006,0.815149700598802,0.793724550898204,0.627089820359281,0.830053892215569,0.819700598802395
0.08,0.925868263473054,0.910155688622755,0.776179640718563,0.930706586826347,0.927185628742515,0.894952095808383,0.876491017964072,0.723203592814371,0.904616766467066,0.89762874251497
0.09,0.962670658682635,0.950353293413174,0.841131736526946,0.965754491017964,0.963311377245509,0.943562874251497,0.92851497005988,0.79774251497006,0.949724550898204,0.944970059880239
0.1,0.981461077844311,0.973443113772455,0.889748502994012,0.983221556886228,0.981838323353293,0.970437125748503,0.96025748502994,0.855149700598802,0.974059880239521,0.971125748502994
