delta,t2,w2,s2,b2,p2
0.01,0.0352994011976048,0.0338203592814371,0.0226107784431138,0.0434790419161677,0.0348502994011976
0.02,0.0275269461077844,0.0258622754491018,0.0171317365269461,0.0342215568862275,0.0272814371257485
0.03,0.0212754491017964,0.020437125748503,0.0137904191616766,0.0268802395209581,0.0210718562874251
0.04,0.0155149700598802,0.0148862275449102,0.0102335329341317,0.019748502994012,0.0154011976047904
0.05,0.0122215568862275,0.0115988023952096,0.00795209580838323,0.0155808383233533,0.0120419161676647
0.06,0.00902395209580838,0.00841916167664671,0.00568862275449102,0.0116766467065868,0.00891616766467066
0.07,0.00638323353293413,0.00632335329341317,0.00441317365269461,0.00834730538922156,0.00627544910179641
0.08,0.00512574850299401,0.00494610778443114,0.00319161676646707,0.00678443113772455,0.005
0.09,0.00349700598802395,0.00317964071856287,0.00226946107784431,0.00459880239520958,0.00343712574850299
0.1,0.00266467065868264,0.00266467065868264,0.0018562874251497,0.0035748502994012,0.00262275449101796
