delta,t2,w2,s2,b2,p2
0.01,0.0237544910179641,0.0252275449101796,0.0266467065868264,0.0267005988023952,0.0225389221556886
0.02,0.0127365269461078,0.0140419161676647,0.0159520958083832,0.0144491017964072,0.0120299401197605
0.03,0.00651497005988024,0.00740718562874252,0.00910179640718563,0.00735329341317365,0.00618562874251497
0.04,0.00295209580838323,0.00341916167664671,0.00544910179640719,0.00331137724550898,0.00274850299401198
0.05,0.00149101796407186,0.00195209580838323,0.00326946107784431,0.00168263473053892,0.0014251497005988
0.06,0.000598802395209581,0.000736526946107784,0.00160479041916168,0.000670658682634731,0.000568862275449102
0.07,0.000239520958083832,0.000353293413173653,0.00105988023952096,0.00029940119760479,0.000239520958083832
0.08,0.000107784431137725,0.000161676646706587,0.000502994011976048,0.000125748502994012,0.000107784431137725
0.09,1.79640718562874e-05,2.9940119760479e-05,0.000215568862275449,2.39520958083832e-05,1.19760479041916e-05
0.1,5.98802395209581e-06,5.98802395209581e-06,0.000143712574850299,1.79640718562874e-05,5.98802395209581e-06
