delta,t2,w2,s2,b2,p2
0.01,0.00626347305389222,0.0140958083832335,0.0217365269461078,0.00674850299401198,0.00625748502994012
0.02,0.00131137724550898,0.004,0.00734131736526946,0.00141317365269461,0.00131137724550898
0.03,0.000341317365269461,0.00167065868263473,0.00280838323353293,0.000377245508982036,0.000341317365269461
0.04,7.78443113772455e-05,0.000574850299401198,0.00132934131736527,8.98203592814371e-05,7.18562874251497e-05
0.05,3.59281437125749e-05,0.000221556886227545,0.000634730538922156,3.59281437125749e-05,3.59281437125749e-05
0.06,1.19760479041916e-05,0.000107784431137725,0.000341317365269461,1.19760479041916e-05,1.19760479041916e-05
0.07,0,6.58682634730539e-05,0.000179640718562874,0,0
0.08,0,0,1.19760479041916e-05,0,0
0.09,0,1.19760479041916e-05,1.79640718562874e-05,0,0
0.1,0,5.98802395209581e-06,2.39520958083832e-05,0,0
