delta,t2,w2,s2,b2,p2
0.01,0.00947305389221557,0.0201676646706587,0.0292215568862275,0.0100658682634731,0.00947305389221557
0.02,0.0018622754491018,0.00550299401197605,0.0108502994011976,0.00206586826347305,0.00188023952095808
0.03,0.000473053892215569,0.00162275449101796,0.0042814371257485,0.000497005988023952,0.000473053892215569
0.04,9.58083832335329e-05,0.000449101796407186,0.00122155688622754,9.58083832335329e-05,9.58083832335329e-05
0.05,0,8.98203592814371e-05,0.000359281437125749,0,0
0.06,5.98802395209581e-06,2.9940119760479e-05,0.000119760479041916,5.98802395209581e-06,5.98802395209581e-06
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
