delta,t2,w2,s2,b2,p2
0.01,0.00822155688622754,0.0168802395209581,0.0283952095808383,0.00882634730538922,0.00823952095808383
0.02,0.00134131736526946,0.00430538922155689,0.0104670658682635,0.00143712574850299,0.00135928143712575
0.03,0.000215568862275449,0.00125149700598802,0.00365868263473054,0.000227544910179641,0.000215568862275449
0.04,1.79640718562874e-05,0.000263473053892216,0.0011377245508982,1.79640718562874e-05,1.19760479041916e-05
0.05,0,8.38323353293413e-05,0.000347305389221557,0,0
0.06,0,4.19161676646707e-05,9.58083832335329e-05,0,0
0.07,0,5.98802395209581e-06,2.9940119760479e-05,0,0
0.08,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
