delta,t2,w2,s2,b2,p2
0.01,0.0313592814371258,0.0323952095808383,0.0322095808383234,0.0349580838323353,0.0312994011976048
0.02,0.0222574850299401,0.0227844311377246,0.023814371257485,0.025059880239521,0.0222275449101796
0.03,0.0147425149700599,0.0148922155688623,0.0165449101796407,0.0165209580838323,0.0147365269461078
0.04,0.00931137724550898,0.00955688622754491,0.0116467065868263,0.0106706586826347,0.00927544910179641
0.05,0.0062934131736527,0.00638922155688623,0.00808982035928144,0.00726347305389222,0.00627544910179641
0.06,0.00432934131736527,0.00434131736526946,0.00552095808383234,0.00498802395209581,0.00430538922155689
0.07,0.00238922155688623,0.00248502994011976,0.00361077844311377,0.00279640718562874,0.00240119760479042
0.08,0.00160479041916168,0.00168862275449102,0.00248502994011976,0.00183832335329341,0.00159281437125749
0.09,0.000910179640718563,0.00102395209580838,0.00173053892215569,0.00110179640718563,0.000904191616766467
0.1,0.000479041916167665,0.000508982035928144,0.00101197604790419,0.000634730538922156,0.000479041916167665
