alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.000997600479904019,0.00304139172165567,0.0058062909984193,0.0011877624475105,0.00112897420515897,0.00105578884223155,0.00468146370725855,0.00863115145007304,0.00140731853629274,0.00123635272945411
0.002,0.00197060587882424,0.00502879424115177,0.00866174560658914,0.00222915416916617,0.00214697060587882,0.00207618476304739,0.0071373725254949,0.0125879956928227,0.00269766046790642,0.00235752849430114
0.003,0.00294301139772046,0.00683623275344931,0.0109425099805937,0.0032381523695261,0.00315536892621476,0.00310317936412718,0.00928194361127774,0.0157925836165292,0.00390221955608878,0.00344631073785243
0.004,0.00394061187762448,0.00851529694061188,0.0130853007075649,0.00430593881223755,0.00417096580683863,0.00411817636472706,0.0112753449310138,0.0185250617132128,0.00505578884223155,0.00451469706058788
0.005,0.00490341931613677,0.0100461907618476,0.0151201120585968,0.00532873425314937,0.0051631673665267,0.00511817636472706,0.0132165566886623,0.020750636628404,0.00619736052789442,0.00554709058188362
0.006,0.00589082183563287,0.0115176964607079,0.0167637981145601,0.00636352729454109,0.00615476904619076,0.00612177564487103,0.014995200959808,0.0231831720141453,0.0073251349730054,0.00654349130173965
0.007,0.00688542291541692,0.0129820035992801,0.0186234429224018,0.00737852429514097,0.00718236352729454,0.00706778644271146,0.0166886622675465,0.0257044904423255,0.0084379124175165,0.00753989202159568
0.008,0.00786502699460108,0.0144481103779244,0.019712234963122,0.0083629274145171,0.00814757048590282,0.00806118776244751,0.0184031193761248,0.0276151255110274,0.00952189562087583,0.0085506898620276
0.009,0.0088380323935213,0.0159046190761848,0.0217098534179972,0.00940311937612478,0.00913137372525495,0.00904859028194361,0.0198866226754649,0.0300572590635189,0.0106142771445711,0.00957168566286743
0.01,0.00981583683263347,0.0172303539292142,0.0231945698371611,0.0104319136172765,0.0101385722855429,0.010004799040192,0.0215104979004199,0.0317807298805928,0.01174625074985,0.0105446910617876
0.02,0.0198170365926815,0.0303377324535093,0.0372540844698663,0.0207768446310738,0.0200869826034793,0.0200245950809838,0.0360851829634073,0.0484617438069329,0.0226076784643071,0.0206754649070186
0.03,0.0299604079184163,0.0423557288542292,0.048201393533835,0.0311619676064787,0.0301553689262148,0.0299532093581284,0.0497048590281944,0.063626847272171,0.0331541691661668,0.0305638872225555
0.04,0.0400401919616077,0.0538098380323935,0.0596352096749521,0.0414559088182364,0.0400953809238152,0.0401583683263347,0.0625704859028194,0.0771488645668677,0.0437714457108578,0.0407132573485303
0.05,0.0502015596880624,0.0650695860827834,0.0688008590359241,0.051869826034793,0.0503155368926215,0.0502159568086383,0.0747828434313137,0.0885412886138747,0.054245350929814,0.0506742651469706
0.06,0.0601769646070786,0.0758878224355129,0.0791194881777581,0.0619850029994001,0.0600125974805039,0.0603833233353329,0.0869664067186563,0.0993482244891226,0.0647024595080984,0.0607372525494901
0.07,0.0703203359328134,0.0866868626274745,0.0879701976922408,0.0723467306538692,0.0700515896820636,0.0704055188962208,0.0986010797840432,0.11150790199072,0.0749670065986803,0.0706394721055789
0.08,0.0805482903419316,0.0967732453509298,0.0979918835502419,0.0826634673065387,0.0801535692861428,0.0804745050989802,0.110149970005999,0.122604582524738,0.0852813437312538,0.0806136772645471
0.09,0.0906724655068986,0.107341331733653,0.109200742658152,0.0928860227954409,0.0902099580083983,0.0905110977804439,0.121427114577085,0.132365318224219,0.0956112777444511,0.0905494901019796
0.1,0.100653269346131,0.117430713857229,0.115487541879501,0.102959808038392,0.100078584283143,0.100700659868026,0.132738452309538,0.141297612156078,0.105796640671866,0.100829634073185
