alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.000709058188362328,0.00125914817036593,0.000779527062911255,0.00172285542891422,0.00121895620875825,0.000679064187162568,0.00137672465506899,0.000914549071498654,0.00249490101979604,0.00135392921415717
0.002,0.00150929814037193,0.00245470905818836,0.00131301402128547,0.00298920215956809,0.00229574085182963,0.00144331133773245,0.0026004799040192,0.00161606341833719,0.0042747450509898,0.00247990401919616
0.003,0.0023371325734853,0.00355248950209958,0.00212374617062581,0.00419676064787043,0.00334553089382124,0.0022255548890222,0.00384523095380924,0.0027046408564596,0.00589202159568086,0.00361727654469106
0.004,0.00317996400719856,0.00459868026394721,0.00348356782155491,0.0053131373725255,0.00436832633473305,0.00304499100179964,0.00505278944211158,0.00273224535599303,0.00746970605878824,0.00468506298740252
0.005,0.00404859028194361,0.0058872225554889,0.00348356782155491,0.00643191361727655,0.00541391721655669,0.00386682663467307,0.00608818236352729,0.00442272090350727,0.0090125974805039,0.00580323935212957
0.006,0.00493221355728854,0.00691481703659268,0.00514763906516762,0.00757768446310738,0.00643851229754049,0.0047252549490102,0.00728494301139772,0.00442272090350727,0.0104931013797241,0.00684523095380924
0.007,0.00589262147570486,0.00811997600479904,0.00538347750683361,0.00871505698860228,0.00745830833833233,0.00560287942411518,0.00865986802639472,0.00540448093039165,0.0119544091181764,0.00792981403719256
0.008,0.00683143371325735,0.00947270545890822,0.00568652690388533,0.00983383323335333,0.00847270545890822,0.00647630473905219,0.00943251349730054,0.00715856684639596,0.0134091181763647,0.00893461307738452
0.009,0.00774325134973006,0.0102291541691662,0.00718317085684967,0.0109568086382723,0.00945050989802039,0.00737192561487703,0.0111043791241752,0.00715856684639596,0.0147846430713857,0.00997120575884823
0.01,0.00870425914817037,0.010996400719856,0.00787388344300121,0.0120491901619676,0.0105290941811638,0.00829394121175765,0.0120539892021596,0.00715856684639596,0.0161895620875825,0.0110221955608878
0.02,0.0187912417516497,0.0220743851229754,0.0145385697868753,0.0233113377324535,0.0207204559088182,0.0177168566286743,0.0223563287342532,0.0161882386829053,0.0296448710257948,0.0212849430113977
0.03,0.0292393521295741,0.0324613077384523,0.021763747490841,0.0346316736652669,0.0307858428314337,0.0276430713857229,0.03425374925015,0.0229333381341159,0.0425104979004199,0.0314793041391722
0.04,0.0396994601079784,0.0413377324535093,0.0316533594975981,0.0457942411517696,0.0408134373125375,0.0378890221955609,0.0448674265146971,0.0299298785702069,0.0548326334733053,0.0417342531493701
0.05,0.0502147570485903,0.0518044391121776,0.039080170067721,0.0569418116376725,0.0508938212357529,0.0481961607678464,0.0545824835032993,0.036626970196142,0.0668392321535693,0.0516820635872825
0.06,0.0608260347930414,0.0643617276544691,0.0457952646281344,0.0680479904019196,0.0607978404319136,0.0587258548290342,0.0658188362327535,0.0446712814188713,0.078622075584883,0.0617876424715057
0.07,0.0713851229754049,0.0712405518896221,0.0542152370836446,0.0792045590881824,0.0707144571085783,0.0691841631673665,0.0744001199760048,0.0545800965557386,0.0901343731253749,0.0718590281943611
0.08,0.0819898020395921,0.0828248350329934,0.0612147780088154,0.0901961607678464,0.0807282543491302,0.079756448710258,0.0836082783443311,0.0650488029548817,0.101597480503899,0.0819760047990402
0.09,0.0926052789442111,0.0912987402519496,0.065805526300787,0.101272345530894,0.0907282543491302,0.0903119376124775,0.0937558488302339,0.0650488029548817,0.112725854829034,0.0918626274745051
0.1,0.10299100179964,0.100225554889022,0.0753272783463705,0.112080383923215,0.100646670665867,0.100838032393521,0.10477624475105,0.0801898709489647,0.123843431313737,0.102068386322735
