alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.000962207558488302,0.000850629874025195,0.00139592081583683,0.00128074385122975,0.000967606478704259,0.000997600479904019,0.000826034793041392,0.00146430713857229,0.00146790641871626,0.00102999400119976
0.002,0.00197120575884823,0.00182723455308938,0.00255308938212358,0.00247210557888422,0.002000599880024,0.0020125974805039,0.0017630473905219,0.00270425914817037,0.00273305338932214,0.00203239352129574
0.003,0.00299820035992801,0.00280683863227355,0.00365926814637073,0.00361847630473905,0.00302279544091182,0.00300839832033593,0.00269586082783443,0.00383143371325735,0.00394601079784043,0.00305218956208758
0.004,0.00401919616076785,0.0037876424715057,0.00471985602879424,0.00473305338932214,0.00405818836232753,0.00401319736052789,0.00367246550689862,0.00498140371925615,0.00513017396520696,0.00406658668266347
0.005,0.00499820035992801,0.00478284343131374,0.00575824835032993,0.00580503899220156,0.00504019196160768,0.00502699460107978,0.00459508098380324,0.00600779844031194,0.00631433713257349,0.00509418116376725
0.006,0.00596880623875225,0.00575164967006599,0.0068494301139772,0.00686622675464907,0.00601919616076785,0.00606418716256749,0.00564187162567487,0.007124775044991,0.00749430113977205,0.00611877624475105
0.007,0.00694721055788842,0.00677144571085783,0.00784343131373725,0.00793581283743251,0.00698680263947211,0.0070875824835033,0.00665626874625075,0.00811517696460708,0.00864187162567487,0.00715416916616677
0.008,0.00794421115776845,0.00779004199160168,0.00864487102579484,0.00897120575884823,0.00797900419916017,0.00811577684463107,0.00760887822435513,0.00929214157168566,0.00975944811037792,0.00817876424715057
0.009,0.00890401919616077,0.00879904019196161,0.00962387522495501,0.0100089982003599,0.00894781043791242,0.00908878224355129,0.00860227954409118,0.0100353929214157,0.0108476304739052,0.0091625674865027
0.01,0.00988002399520096,0.00979064187162568,0.0105992801439712,0.0110779844031194,0.0099124175164967,0.0100863827234553,0.00960527894421116,0.0113077384523095,0.0119250149970006,0.0101619676064787
0.02,0.0199454109178164,0.019880023995201,0.0201793641271746,0.0215950809838032,0.0199532093581284,0.0200203959208158,0.0196040791841632,0.0207894421115777,0.0227090581883623,0.0200803839232154
0.03,0.0299364127174565,0.0300311937612478,0.029497300539892,0.0319166166766647,0.0299394121175765,0.0300701859628074,0.0297138572285543,0.0300365926814637,0.0332777444511098,0.030123575284943
0.04,0.0400257948410318,0.0403449310137972,0.0376568686262747,0.0422345530893821,0.0399904019196161,0.0400125974805039,0.0398284343131374,0.0395806838632274,0.0436424715056989,0.0400383923215357
0.05,0.0501727654469106,0.0506418716256749,0.0471031793641272,0.05249550089982,0.0502375524895021,0.0499934013197361,0.0498464307138572,0.048505098980204,0.0539184163167367,0.0500605878824235
0.06,0.0602699460107978,0.0609220155968806,0.0562669466106779,0.0626994601079784,0.0601865626874625,0.0599202159568086,0.0600797840431914,0.057875224955009,0.0641397720455909,0.0599124175164967
0.07,0.0702579484103179,0.0710677864427115,0.063745650869826,0.072749850029994,0.0701727654469106,0.0699460107978404,0.0703593281343731,0.0652837432513497,0.0744433113377325,0.0698986202759448
0.08,0.0802675464907019,0.0811973605278944,0.0727294541091782,0.082878824235153,0.0802075584883023,0.0800419916016797,0.0804325134973005,0.0740287942411518,0.0847798440311938,0.0799688062387522
0.09,0.090374925014997,0.091377924415117,0.0816676664667067,0.0929508098380324,0.0902735452909418,0.0901787642471506,0.0906574685062987,0.0835560887822436,0.095001199760048,0.0900713857228554
0.1,0.100421715656869,0.101551289742052,0.0897342531493701,0.103035392921416,0.100327534493101,0.100234553089382,0.100908218356329,0.0925962807438512,0.105200959808038,0.100303539292142
