alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.00101619676064787,0.000958008398320336,0.00193281343731254,0.00176184763047391,0.00101379724055189,0.00105278944211158,0.000857828434313137,0.00199100179964007,0.00201979604079184,0.00105878824235153
0.002,0.00203659268146371,0.00199700059988002,0.00341511697660468,0.00317396520695861,0.00197360527894421,0.00204199160167966,0.00188422315536893,0.00365866826634673,0.00355968806238752,0.00203659268146371
0.003,0.00307978404319136,0.00307918416316737,0.00475644871025795,0.00449430113977205,0.00299580083983203,0.00305758848230354,0.00289262147570486,0.00518956208758248,0.00502279544091182,0.00300179964007199
0.004,0.00415776844631074,0.004124775044991,0.00635572885422915,0.00570485902819436,0.00399820035992801,0.00406178764247151,0.00391601679664067,0.00648590281943611,0.0064001199760048,0.00397720455908818
0.005,0.00517036592681464,0.00521655668866227,0.007499700059988,0.00694901019796041,0.0049874025194961,0.00509778044391122,0.00498920215956809,0.00741751649670066,0.00774625074985003,0.00493941211757648
0.006,0.00618176364727055,0.00625734853029394,0.00879484103179364,0.00812717456508698,0.0059370125974805,0.00611337732453509,0.00604199160167967,0.00898860227954409,0.00908878224355129,0.00593341331733653
0.007,0.00720395920815837,0.00732093581283743,0.0102387522495501,0.00923935212957409,0.00690161967606479,0.00711097780443911,0.00708878224355129,0.0103131373725255,0.0103503299340132,0.00690821835632873
0.008,0.00818476304739052,0.00839712057588482,0.010246550689862,0.010373125374925,0.00785122975404919,0.00816016796640672,0.00812177564487103,0.0119868026394721,0.011629274145171,0.00786082783443311
0.009,0.00917576484703059,0.00943491301739652,0.0118992201559688,0.0114853029394121,0.00883143371325735,0.00918596280743851,0.00917156568686263,0.0120251949610078,0.0128530293941212,0.00883983203359328
0.01,0.0101817636472705,0.010496100779844,0.0129334133173365,0.0125974805038992,0.00974685062987403,0.0101877624475105,0.0102111577684463,0.0141493701259748,0.0140869826034793,0.00981343731253749
0.02,0.020255548890222,0.0213083383323335,0.0237408518296341,0.0235890821835633,0.0193107378524295,0.0201835632873425,0.0207720455908818,0.0247144571085783,0.0257090581883623,0.0193245350929814
0.03,0.0303293341331734,0.0319022195560888,0.0345692861427714,0.0342399520095981,0.0290155968806239,0.0302603479304139,0.0314361127774445,0.0356106778644271,0.0368440311937613,0.0288950209958008
0.04,0.0404595080983803,0.0424535092981404,0.0417210557888422,0.0447840431913617,0.0387438512297541,0.0402381523695261,0.0420725854829034,0.0455350929814037,0.0477588482303539,0.0383989202159568
0.05,0.0505728854229154,0.0530083983203359,0.0536886622675465,0.0551937612477505,0.0485518896220756,0.0503341331733653,0.0525872825434913,0.0551745650869826,0.05849550089982,0.0480899820035993
0.06,0.0607588482303539,0.0633551289742052,0.0620359928014397,0.0655368926214757,0.0583629274145171,0.0603887222555489,0.0631463707258548,0.066627474505099,0.0690461907618476,0.0577390521895621
0.07,0.0706946610677865,0.0737120575884823,0.0700677864427115,0.0756508698260348,0.0681673665266947,0.0704175164967007,0.0734685062987403,0.0731493701259748,0.0796646670665867,0.0673413317336533
0.08,0.0808332333533293,0.0840461907618476,0.0792735452909418,0.0857684463107379,0.0779502099580084,0.0806028794241152,0.0839046190761848,0.080497300539892,0.0900569886022796,0.0771877624475105
0.09,0.0905608878224355,0.0943827234553089,0.0892213557288542,0.0958134373125375,0.0876868626274745,0.0906952609478104,0.0943149370125975,0.0955236952609478,0.100637072585483,0.0869148170365927
0.1,0.10079424115177,0.104628074385123,0.0993011397720456,0.10596400719856,0.0974433113377325,0.100769646070786,0.104713857228554,0.10397900419916,0.11079724055189,0.0967636472705459
