alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.00105398920215957,0.000557888422315537,0.000812237552489502,0.00290701859628074,0.00100719856028794,0.00104259148170366,0.000397720455908818,0.000854229154169166,0.00360827834433113,0.00101619676064787
0.002,0.00209118176364727,0.00137252549490102,0.00137732453509298,0.00474685062987403,0.00198440311937613,0.00201859628074385,0.00106358728254349,0.00152369526094781,0.00576424715056989,0.00193221355728854
0.003,0.00312117576484703,0.00227294541091782,0.002250149970006,0.00626454709058188,0.00289862027594481,0.00305998800239952,0.00185422915416917,0.00262147570485903,0.00770425914817037,0.00288602279544091
0.004,0.0041121775644871,0.00317816436712657,0.0036628674265147,0.00770425914817037,0.00386442711457708,0.0040629874025195,0.00267426514697061,0.00265326934613077,0.00950629874025195,0.0038494301139772
0.005,0.00513257348530294,0.00413617276544691,0.0036628674265147,0.00910617876424715,0.00480683863227355,0.00511397720455909,0.00353029394121176,0.00437432513497301,0.0111889622075585,0.00478824235152969
0.006,0.00614757048590282,0.0050995800839832,0.00517336532693461,0.0104721055788842,0.00571985602879424,0.00607258548290342,0.00445770845830834,0.00437432513497301,0.0127432513497301,0.00569646070785843
0.007,0.00712177564487103,0.00612297540491902,0.00581583683263347,0.0118206358728254,0.00666586682663467,0.00704139172165567,0.00537612477504499,0.00462087582483503,0.0143371325734853,0.00662027594481104
0.008,0.00812717456508698,0.00710857828434313,0.00585662867426515,0.0130833833233353,0.00760587882423515,0.00804379124175165,0.00625374925014997,0.00712177564487103,0.0158818236352729,0.00755848830233953
0.009,0.00914697060587882,0.00807618476304739,0.00691061787642472,0.0143437312537493,0.00852729454109178,0.00911397720455909,0.00719016196760648,0.00712177564487103,0.017378524295141,0.0084373125374925
0.01,0.0101655668866227,0.0090755848830234,0.0083125374925015,0.0155908818236353,0.00946610677864427,0.0100731853629274,0.008125374925015,0.00712177564487103,0.0188134373125375,0.00939412117576485
0.02,0.0204001199760048,0.019380323935213,0.0145800839832034,0.0275890821835633,0.0188524295140972,0.0201997600479904,0.017873425314937,0.0161955608878224,0.0323341331733653,0.0187378524295141
0.03,0.0305104979004199,0.0296706658668266,0.0225344931013797,0.0385752849430114,0.0282687462507499,0.0304853029394121,0.0279598080383923,0.0218872225554889,0.0446760647870426,0.0280269946010798
0.04,0.0405854829034193,0.0403539292141572,0.0335284943011398,0.049499100179964,0.0375278944211158,0.0404679064187163,0.038376724655069,0.0284115176964607,0.0562939412117577,0.0374385122975405
0.05,0.0507144571085783,0.0505230953809238,0.0404937012597481,0.060126574685063,0.0471625674865027,0.0506328734253149,0.0487162567486503,0.0380401919616077,0.0674655068986203,0.0467222555488902
0.06,0.0608866226754649,0.0605128974205159,0.0490263947210558,0.0703965206958608,0.0566574685062987,0.0605362927414517,0.0588272345530894,0.043872225554889,0.0786160767846431,0.0560761847630474
0.07,0.0706688662267547,0.0712723455308938,0.0544499100179964,0.0806400719856029,0.0660713857228554,0.0706394721055789,0.0694685062987403,0.0530521895620876,0.0895662867426515,0.0652903419316137
0.08,0.0807612477504499,0.0809412117576485,0.0600563887222556,0.0909178164367126,0.0755080983803239,0.0807600479904019,0.0798140371925615,0.0655362927414517,0.100350329934013,0.074629874025195
0.09,0.0910575884823035,0.09150149970006,0.0695830833833233,0.101157168566287,0.0853059388122376,0.0911457708458308,0.0896382723455309,0.0655362927414517,0.110932813437313,0.0840941811637672
0.1,0.101009598080384,0.101756448710258,0.0790191961607679,0.111401919616077,0.0951145770845831,0.10078224355129,0.0999628074385123,0.0791679664067187,0.121482303539292,0.0936754649070186
