alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.00119076184763047,0.00246430713857229,0.0041589856706057,0.00174205158968206,0.00143911217756449,0.0012375524895021,0.00267666466706659,0.00479606093126966,0.00216736652669466,0.00158068386322735
0.002,0.00222195560887822,0.00445350929814037,0.00683446181237714,0.00301079784043191,0.00258128374325135,0.00233173365326935,0.00475944811037792,0.0077834759954001,0.00373245350929814,0.00280563887222556
0.003,0.0032255548890222,0.00632393521295741,0.00900723638311619,0.00422195560887822,0.00366706658668266,0.00332873425314937,0.00676544691061788,0.0101386148592106,0.00516856628674265,0.00396700659868026
0.004,0.00426994601079784,0.00798020395920816,0.0115267430637081,0.00535932813437313,0.00474925014997001,0.0043629274145171,0.00860587882423515,0.0129100722078617,0.00652729454109178,0.00508458308338332
0.005,0.00527594481103779,0.00964127174565087,0.0130558436658102,0.00650209958008398,0.0058128374325135,0.00538572285542891,0.0105266946610678,0.0147757069165857,0.00790161967606479,0.00619136172765447
0.006,0.00628014397120576,0.0110851829634073,0.014691123478023,0.007624475104979,0.00683983203359328,0.00640851829634073,0.0122429514097181,0.0170150684495976,0.00920635872825435,0.00725434913017397
0.007,0.00727414517096581,0.0127102579484103,0.0166953310541796,0.0087000599880024,0.00787882423515297,0.00743371325734853,0.0138368326334733,0.0192010404362826,0.0104607078584283,0.00835512897420516
0.008,0.00830113977204559,0.0141511697660468,0.016884294055224,0.00979784043191362,0.00889262147570486,0.00845110977804439,0.0155734853029394,0.0219862950834227,0.0117222555488902,0.0094121175764847
0.009,0.00926334733053389,0.0154859028194361,0.0186875409794762,0.0109226154769046,0.00987282543491302,0.00945350929814037,0.0171727654469106,0.0219916940263097,0.0129490101979604,0.0104601079784043
0.01,0.010254349130174,0.0173263347330534,0.0208933090900802,0.012002399520096,0.0108932213557289,0.0104391121775645,0.018872825434913,0.0249551137887202,0.0141967606478704,0.0115518896220756
0.02,0.02049550089982,0.0307636472705459,0.0350553361651789,0.0228662267546491,0.0210827834433113,0.0205950809838032,0.0339478104379124,0.0402455199271983,0.0261469706058788,0.0218932213557289
0.03,0.0307696460707858,0.0435182963407319,0.0470109952471306,0.0336106778644271,0.0312075584883023,0.0308140371925615,0.0475368926214757,0.0539144435519525,0.0375080983803239,0.0321031793641272
0.04,0.0410365926814637,0.0549856028794241,0.057218596598786,0.0442195560887823,0.0412609478104379,0.0409322135572885,0.0606322735452909,0.0680290799061544,0.0486448710257948,0.0421025794841032
0.05,0.0512015596880624,0.0666664667066587,0.0661226531845065,0.0546700659868026,0.0513209358128374,0.0511661667666467,0.0722189562087582,0.0779409391641117,0.0596502699460108,0.0522423515296941
0.06,0.0613359328134373,0.0775146970605879,0.0769631306190248,0.0651643671265747,0.0610257948410318,0.0614067186562687,0.0856694661067786,0.0917112429386326,0.0704421115776845,0.06225374925015
0.07,0.0714529094181164,0.0896442711457708,0.0858797847381483,0.0756574685062988,0.0709664067186563,0.0716046790641872,0.0974445110977804,0.0974533186402102,0.0812135572885423,0.0722351529694061
0.08,0.0816760647870426,0.0999724055188962,0.0949398107850483,0.086004799040192,0.0809496100779844,0.081868626274745,0.108629274145171,0.11191168769155,0.0917870425914817,0.0823071385722856
0.09,0.0918056388722255,0.111163167366527,0.10364410648395,0.0964349130173965,0.090879424115177,0.0920173965206959,0.12079424115177,0.121606989351485,0.102422315536893,0.0922057588482304
0.1,0.102068986202759,0.121463707258548,0.115715542896701,0.106695860827834,0.100917216556689,0.102145770845831,0.131707858428314,0.129486446553765,0.112637072585483,0.102295140971806
