alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.000968806238752249,0.000691661667666467,0.000760647870425915,0.00163107378524295,0.00101979604079184,0.000926814637072586,0.000578284343131374,0.000824835032993401,0.00189862027594481,0.0010125974805039
0.002,0.00199520095980804,0.00151829634073185,0.00153929214157169,0.00300659868026395,0.00206178764247151,0.00187822435512897,0.0013119376124775,0.00149850029994001,0.00345290941811638,0.00198380323935213
0.003,0.00301319736052789,0.00243851229754049,0.00236772645470906,0.00430713857228554,0.00309658068386323,0.00287702459508098,0.00212897420515897,0.00234493101379724,0.0049250149970006,0.00301679664067187
0.004,0.0040251949610078,0.00338032393521296,0.00306778644271146,0.00549550089982004,0.00409418116376725,0.00389802039592082,0.00296520695860828,0.00301979604079184,0.00630113977204559,0.00405998800239952
0.005,0.00502099580083983,0.00427594481103779,0.00373185362927415,0.00666586682663467,0.00508038392321536,0.00490761847630474,0.00384703059388122,0.00372165566886623,0.00762867426514697,0.00507078584283143
0.006,0.00603479304139172,0.00521775644871026,0.00456568686262748,0.00779664067186563,0.00609898020395921,0.00591061787642472,0.00477864427114577,0.00464727054589082,0.00887042591481704,0.00608038392321536
0.007,0.00698080383923215,0.00618476304739052,0.00547390521895621,0.00895260947810438,0.00704319136172765,0.00694361127774445,0.00568986202759448,0.00535692861427715,0.0101127774445111,0.00707438512297541
0.008,0.00800479904019196,0.00716136772645471,0.00572165566886623,0.0101133773245351,0.00808338332333533,0.00792621475704859,0.00664787042591482,0.00600419916016797,0.011377324535093,0.00809298140371926
0.009,0.009,0.00810677864427115,0.0067870425914817,0.0112711457708458,0.00904919016196761,0.00888902219556089,0.00754829034193161,0.00633353329334133,0.0125740851829634,0.00903059388122375
0.01,0.00999100179964007,0.00910617876424715,0.00738992201559688,0.012377924415117,0.0100353929214157,0.00984763047390522,0.00845170965806839,0.00729394121175765,0.0138248350329934,0.00996640671865627
0.02,0.0199814037192562,0.0190977804439112,0.0147774445110978,0.0232579484103179,0.0199568086382723,0.0199070185962807,0.0181043791241752,0.0144769046190762,0.025503299340132,0.0199712057588482
0.03,0.0299112177564487,0.0291169766046791,0.022626874625075,0.0337030593881224,0.0298128374325135,0.0298956208758248,0.0279862027594481,0.0230209958008398,0.0365896820635873,0.0299052189562088
0.04,0.0398056388722256,0.0392273545290942,0.0301769646070786,0.0441085782843431,0.0396526694661068,0.0399130173965207,0.0380449910017996,0.0289880023995201,0.0473215356928614,0.0398884223155369
0.05,0.0498578284343131,0.0493581283743251,0.0395764847030594,0.0544289142171566,0.0497402519496101,0.0498116376724655,0.0480233953209358,0.0359538092381524,0.0579562087582483,0.04975524895021
0.06,0.0600647870425915,0.0596754649070186,0.0454259148170366,0.064745650869826,0.059744451109778,0.0598302339532094,0.058128974205159,0.044379124175165,0.0685548890221956,0.0596076784643071
0.07,0.0700965806838632,0.0698410317936413,0.0540275944811038,0.074882423515297,0.06975524895021,0.069878824235153,0.068374325134973,0.0511049790041992,0.0789250149970006,0.0696556688662268
0.08,0.0800431913617277,0.0799430113977205,0.0609508098380324,0.0850461907618476,0.0796808638272346,0.0798362327534493,0.078496100779844,0.0592873425314937,0.0893071385722855,0.0794937012597481
0.09,0.0900821835632873,0.090118176364727,0.0696334733053389,0.0952369526094781,0.0896550689862028,0.0899052189562088,0.088494301139772,0.0686904619076185,0.0998314337132573,0.0895158968206359
0.1,0.10019676064787,0.10027474505099,0.0767924415116977,0.105371925614877,0.0997702459508098,0.100025794841032,0.0986838632273545,0.0778938212357529,0.110041391721656,0.0996388722255549
