delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.19422754491018,0.244952095808383,0.223676646706587,0.197377245508982,0.19602994011976,0.13188622754491,0.182754491017964,0.17397005988024,0.139730538922156,0.135473053892216
0.02,0.457023952095808,0.492868263473054,0.417359281437126,0.463281437125749,0.458323353293413,0.358479041916168,0.40259880239521,0.339784431137725,0.371700598802395,0.362323353293413
0.03,0.691904191616766,0.710850299401198,0.616754491017964,0.697532934131737,0.692904191616766,0.604874251497006,0.63414371257485,0.539407185628743,0.61725748502994,0.608251497005988
0.04,0.830053892215569,0.841119760479042,0.765455089820359,0.83362874251497,0.830562874251497,0.773287425149701,0.792299401197605,0.706820359281437,0.781443113772455,0.775544910179641
0.05,0.897586826347305,0.903616766467066,0.852922155688623,0.899497005988024,0.897784431137725,0.861233532934132,0.873215568862275,0.814413173652695,0.866491017964072,0.862497005988024
0.06,0.935497005988024,0.937455089820359,0.901784431137725,0.936682634730539,0.935748502994012,0.909946107784431,0.917155688622755,0.876658682634731,0.913880239520958,0.911089820359281
0.07,0.960946107784431,0.959497005988024,0.929497005988024,0.961820359281437,0.961017964071856,0.941826347305389,0.94437125748503,0.911664670658683,0.944676646706587,0.942586826347305
0.08,0.975760479041916,0.974197604790419,0.950604790419162,0.976431137724551,0.975868263473054,0.962862275449102,0.963365269461078,0.93588622754491,0.964916167664671,0.963305389221557
0.09,0.986790419161677,0.985083832335329,0.967467065868263,0.987311377245509,0.986808383233533,0.977952095808383,0.977922155688623,0.956790419161677,0.97934131736527,0.978251497005988
0.1,0.993071856287425,0.991269461077844,0.978395209580838,0.993389221556886,0.993089820359281,0.987712574850299,0.986940119760479,0.970832335329341,0.988556886227545,0.987880239520958
