delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0427784431137725,0.0449880239520958,0.0459041916167665,0.0479760479041916,0.0427724550898204,0.0315449101796407,0.0333233532934132,0.0385748502994012,0.0385688622754491,0.0316526946107784
0.02,0.0597245508982036,0.0637844311377246,0.0594550898203593,0.0667904191616767,0.0597784431137725,0.0384610778443114,0.0410658682634731,0.0445389221556886,0.0461916167664671,0.038748502994012
0.03,0.0826347305389222,0.0872934131736527,0.0804730538922156,0.0913413173652695,0.0826766467065868,0.0502574850299401,0.0530538922155689,0.0555928143712575,0.0600838323353294,0.0504011976047904
0.04,0.111323353293413,0.115766467065868,0.101766467065868,0.121802395209581,0.111479041916168,0.0681616766467066,0.0704790419161677,0.068622754491018,0.0800059880239521,0.0684550898203593
0.05,0.143802395209581,0.147616766467066,0.126305389221557,0.157263473053892,0.143760479041916,0.0879880239520958,0.0895508982035928,0.0844790419161677,0.102491017964072,0.0884850299401198
0.06,0.181664670658683,0.186293413173653,0.158443113772455,0.197095808383234,0.181586826347305,0.115754491017964,0.117467065868263,0.107802395209581,0.13314371257485,0.116011976047904
0.07,0.23185628742515,0.234335329341317,0.196083832335329,0.249281437125749,0.231934131736527,0.151916167664671,0.152101796407186,0.136299401197605,0.172353293413174,0.152323353293413
0.08,0.278389221556886,0.282395209580838,0.231185628742515,0.29811377245509,0.278389221556886,0.188455089820359,0.188910179640719,0.16302994011976,0.212556886227545,0.188760479041916
0.09,0.333766467065868,0.336029940119761,0.274377245508982,0.355209580838323,0.333682634730539,0.235826347305389,0.234233532934132,0.19859880239521,0.261946107784431,0.236065868263473
0.1,0.394574850299401,0.395916167664671,0.324359281437126,0.417550898203593,0.394580838323353,0.28797005988024,0.285149700598802,0.241586826347305,0.317089820359282,0.288233532934132
