delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0386826347305389,0.038377245508982,0.0292694610778443,0.0479281437125749,0.0386646706586826,0.029934131736527,0.0283532934131737,0.0211017964071856,0.0451077844311377,0.0306167664670659
0.02,0.0484850299401198,0.0489041916167665,0.0364131736526946,0.0600718562874252,0.0484550898203593,0.0336287425149701,0.0314550898203593,0.0225089820359281,0.0494251497005988,0.0340778443113772
0.03,0.0611676646706587,0.0613353293413174,0.0458383233532934,0.0749940119760479,0.0612994011976048,0.0388862275449102,0.0365748502994012,0.0270898203592814,0.0565748502994012,0.0394431137724551
0.04,0.0769461077844311,0.0755269461077844,0.0562155688622755,0.0928083832335329,0.0766047904191617,0.0468502994011976,0.0433892215568862,0.0312215568862275,0.0662455089820359,0.0470958083832335
0.05,0.0945748502994012,0.0928862275449102,0.0689221556886228,0.113580838323353,0.0942574850299401,0.0563652694610779,0.0521736526946108,0.0382155688622755,0.0793173652694611,0.056934131736527
0.06,0.115125748502994,0.112724550898204,0.0819940119760479,0.137119760479042,0.114497005988024,0.0684850299401198,0.0635748502994012,0.0452874251497006,0.0950239520958084,0.0684610778443114
0.07,0.139508982035928,0.135658682634731,0.0996946107784431,0.16537125748503,0.138694610778443,0.0844790419161677,0.0777544910179641,0.0563233532934132,0.114269461077844,0.0841916167664671
0.08,0.164874251497006,0.160323353293413,0.116556886227545,0.192994011976048,0.163580838323353,0.101706586826347,0.0935329341317365,0.0665329341317365,0.135526946107784,0.101497005988024
0.09,0.191508982035928,0.185281437125749,0.134149700598802,0.223041916167665,0.18988622754491,0.119916167664671,0.109586826347305,0.0784730538922156,0.157826347305389,0.119293413173653
0.1,0.223526946107784,0.216616766467066,0.159078796879023,0.257149700598802,0.221904191616766,0.144437125748503,0.132952095808383,0.0946472733369661,0.186017964071856,0.143826347305389
