alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.0695389221556886,0.0453293413173653,0.0413053892215569,0.125131736526946,0.068437125748503,0.0445449101796407,0.0233892215568862,0.0282754491017964,0.0985389221556886,0.044497005988024
0.002,0.106532934131737,0.0806107784431138,0.0582994011976048,0.165604790419162,0.103652694610778,0.0695389221556886,0.0453293413173653,0.041311377245509,0.130341317365269,0.0685149700598802
0.003,0.134502994011976,0.108796407185629,0.0799520958083832,0.194994011976048,0.130389221556886,0.0897784431137725,0.0636766467065868,0.0580898203592814,0.153287425149701,0.0878502994011976
0.004,0.157383233532934,0.132688622754491,0.107718562874252,0.219275449101796,0.15259880239521,0.106538922155689,0.0806107784431138,0.0583053892215569,0.171988023952096,0.103532934131737
0.005,0.178293413173653,0.154071856287425,0.107718562874252,0.239622754491018,0.17262874251497,0.121670658682635,0.0951556886227545,0.0799700598802395,0.187946107784431,0.117508982035928
0.006,0.196736526946108,0.172347305389222,0.133317365269461,0.257359281437126,0.190269461077844,0.13451497005988,0.108802395209581,0.0799700598802395,0.20214371257485,0.130580838323353
0.007,0.212958083832335,0.18997005988024,0.140568862275449,0.273532934131737,0.206209580838323,0.145934131736527,0.121269461077844,0.0824191616766467,0.214994011976048,0.141790419161677
0.008,0.228844311377246,0.205736526946108,0.141281437125749,0.287928143712575,0.220904191616767,0.157407185628743,0.132712574850299,0.107778443113772,0.226443113772455,0.152736526946108
0.009,0.243323353293413,0.22062874251497,0.156413173652695,0.301077844311377,0.234934131736527,0.168173652694611,0.143928143712575,0.107778443113772,0.237640718562874,0.162754491017964
0.01,0.256688622754491,0.234562874251497,0.174329341317365,0.313383233532934,0.247634730538922,0.178317365269461,0.15411377245509,0.107778443113772,0.247532934131737,0.172640718562874
0.02,0.355934131736527,0.338922155688623,0.232916167664671,0.406239520958084,0.344592814371258,0.25677245508982,0.234634730538922,0.174473053892216,0.321682634730539,0.247676646706587
0.03,0.426664670658683,0.409347305389222,0.291748502994012,0.470263473053892,0.413185628742515,0.312497005988024,0.292119760479042,0.204832335329341,0.372293413173653,0.301646706586826
0.04,0.480497005988024,0.466682634730539,0.355538922155689,0.518137724550898,0.466407185628743,0.356131736526946,0.339125748502994,0.233185628742515,0.41325748502994,0.344748502994012
0.05,0.523520958083832,0.509508982035928,0.388047904191617,0.557089820359281,0.50925748502994,0.394473053892216,0.377491017964072,0.270101796407186,0.446724550898204,0.380766467065868
0.06,0.559652694610779,0.545365269461078,0.422748502994012,0.590467065868264,0.545305389221557,0.427,0.409688622754491,0.292185628742515,0.475904191616766,0.413437125748503
0.07,0.591293413173653,0.579125748502994,0.446059880239521,0.619395209580838,0.576898203592814,0.455167664670659,0.440604790419162,0.321880239520958,0.500706586826347,0.441622754491018
0.08,0.619640718562874,0.605640718562874,0.464065868263473,0.644455089820359,0.605329341317365,0.480994011976048,0.46722754491018,0.356299401197605,0.523377245508982,0.466898203592814
0.09,0.644383233532934,0.631700598802395,0.492287425149701,0.66625748502994,0.631011976047904,0.504179640718563,0.489556886227545,0.356299401197605,0.542814371257485,0.489934131736527
0.1,0.666838323353293,0.653808383233533,0.522736526946108,0.686838323353293,0.653455089820359,0.524167664670659,0.510347305389222,0.389053892215569,0.561233532934132,0.509706586826347
