delta,t2,w2,s2,b2,p2
0.01,0.000574850299401198,0.00118562874251497,0.00168263473053892,0.000832335329341317,0.000712574850299401
0.02,0.000137724550898204,0.000323353293413174,0.00070059880239521,0.000155688622754491,0.000161676646706587
0.03,4.19161676646707e-05,0.000155688622754491,0.000377245508982036,6.58682634730539e-05,4.79041916167665e-05
0.04,1.19760479041916e-05,7.18562874251497e-05,0.000149700598802395,2.39520958083832e-05,1.79640718562874e-05
0.05,5.98802395209581e-06,2.9940119760479e-05,9.58083832335329e-05,5.98802395209581e-06,5.98802395209581e-06
0.06,0,0,3.59281437125749e-05,0,0
0.07,0,0,1.19760479041916e-05,0,0
0.08,0,0,1.79640718562874e-05,0,0
0.09,0,0,1.19760479041916e-05,0,0
0.1,0,0,5.98802395209581e-06,0,0
