delta,t2,w2,s2,b2,p2
0.01,0.00211377245508982,0.00158682634730539,0.00133532934131737,0.00430538922155689,0.00196407185628743
0.02,0.00105988023952096,0.00081437125748503,0.000808383233532934,0.00244910179640719,0.000946107784431138
0.03,0.000646706586826347,0.000473053892215569,0.000407185628742515,0.00141317365269461,0.000574850299401198
0.04,0.000275449101796407,0.000215568862275449,0.000203592814371258,0.00070059880239521,0.000269461077844311
0.05,0.000233532934131737,0.00018562874251497,0.000203592814371258,0.00055688622754491,0.000239520958083832
0.06,0.000101796407185629,5.98802395209581e-05,0.000119760479041916,0.00018562874251497,9.58083832335329e-05
0.07,5.98802395209581e-05,2.9940119760479e-05,8.38323353293413e-05,0.000131736526946108,5.98802395209581e-05
0.08,4.79041916167665e-05,1.79640718562874e-05,1.79640718562874e-05,7.18562874251497e-05,3.59281437125749e-05
0.09,2.39520958083832e-05,1.19760479041916e-05,1.79640718562874e-05,4.19161676646707e-05,2.39520958083832e-05
0.1,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06
