delta,t2,w2,s2,b2,p2
0.01,0.00088622754491018,0.00192814371257485,0.00295808383233533,0.00125748502994012,0.000970059880239521
0.02,0.000191616766467066,0.00044311377245509,0.000982035928143713,0.000323353293413174,0.000197604790419162
0.03,5.98802395209581e-05,8.98203592814371e-05,0.000329341317365269,7.18562874251497e-05,5.98802395209581e-05
0.04,3.59281437125749e-05,5.98802395209581e-05,0.000179640718562874,4.19161676646707e-05,3.59281437125749e-05
0.05,5.98802395209581e-06,5.98802395209581e-06,8.98203592814371e-05,1.19760479041916e-05,5.98802395209581e-06
0.06,0,0,1.79640718562874e-05,0,0
0.07,0,0,3.59281437125749e-05,5.98802395209581e-06,0
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
