delta,t2,w2,s2,b2,p2
0.01,0.00101197604790419,0.00152694610778443,0.00127544910179641,0.00249101796407186,0.00134131736526946
0.02,0.000293413173652695,0.000508982035928144,0.000502994011976048,0.000826347305389222,0.00037125748502994
0.03,0.000161676646706587,0.000227544910179641,0.000221556886227545,0.000347305389221557,0.00018562874251497
0.04,5.98802395209581e-05,7.18562874251497e-05,0.000101796407185629,0.000137724550898204,8.38323353293413e-05
0.05,2.9940119760479e-05,4.19161676646707e-05,5.38922155688623e-05,5.98802395209581e-05,3.59281437125749e-05
0.06,5.98802395209581e-06,1.79640718562874e-05,2.9940119760479e-05,5.98802395209581e-06,5.98802395209581e-06
0.07,5.98802395209581e-06,1.19760479041916e-05,2.39520958083832e-05,1.19760479041916e-05,1.19760479041916e-05
0.08,0,0,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
