delta,t2,w2,s2,b2,p2
0.01,0.00116167664670659,0.00202395209580838,0.00162874251497006,0.00263473053892216,0.00155089820359281
0.02,0.000580838323353293,0.000874251497005988,0.000760479041916168,0.00124550898203593,0.000718562874251497
0.03,0.000263473053892216,0.000383233532934132,0.000407185628742515,0.000580838323353293,0.000317365269461078
0.04,7.78443113772455e-05,9.58083832335329e-05,0.000203592814371258,0.000209580838323353,8.98203592814371e-05
0.05,5.98802395209581e-05,6.58682634730539e-05,9.58083832335329e-05,8.38323353293413e-05,6.58682634730539e-05
0.06,5.98802395209581e-06,1.19760479041916e-05,4.79041916167665e-05,2.9940119760479e-05,0
0.07,2.39520958083832e-05,3.59281437125749e-05,2.9940119760479e-05,4.19161676646707e-05,2.39520958083832e-05
0.08,0,0,5.98802395209581e-06,1.79640718562874e-05,0
0.09,5.98802395209581e-06,1.79640718562874e-05,1.19760479041916e-05,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,0,0,0
