delta,t2,w2,s2,b2,p2
0.01,0.0021437125748503,0.00132335329341317,0.00131736526946108,0.00489221556886228,0.00231736526946108
0.02,0.00160479041916168,0.00106586826347305,0.000910179640718563,0.0038562874251497,0.0018502994011976
0.03,0.00110778443113772,0.000784431137724551,0.000772455089820359,0.00253293413173653,0.00123952095808383
0.04,0.000754491017964072,0.000538922155688623,0.000532934131736527,0.00190419161676647,0.000862275449101796
0.05,0.000538922155688623,0.000353293413173653,0.000335329341317365,0.00124550898203593,0.000622754491017964
0.06,0.000335329341317365,0.000251497005988024,0.00025748502994012,0.000946107784431138,0.000401197604790419
0.07,0.000245508982035928,0.000167664670658683,0.000167664670658683,0.000682634730538922,0.000263473053892216
0.08,0.000191616766467066,8.38323353293413e-05,8.38323353293413e-05,0.00044311377245509,0.000227544910179641
0.09,0.000107784431137725,8.38323353293413e-05,8.98203592814371e-05,0.00025748502994012,0.000119760479041916
0.1,0.000101796407185629,4.79041916167665e-05,5.98802395209581e-05,0.000239520958083832,0.00011377245508982
