alpha,t2,w2,s2,b2,p2
0.001,0,0,1.79640718562874e-05,0,0
0.002,0,0,3.59281437125749e-05,0,0
0.003,0,5.98802395209581e-06,7.78443113772455e-05,0,0
0.004,0,5.98802395209581e-06,9.58083832335329e-05,0,0
0.005,0,1.79640718562874e-05,0.000131736526946108,0,0
0.006,0,1.79640718562874e-05,0.000149700598802395,0,0
0.007,0,2.39520958083832e-05,0.000179640718562874,0,0
0.008,0,2.9940119760479e-05,0.000203592814371258,0,0
0.009,0,2.9940119760479e-05,0.000239520958083832,0,0
0.01,0,2.9940119760479e-05,0.000245508982035928,0,0
0.02,5.98802395209581e-06,4.19161676646707e-05,0.00044311377245509,5.98802395209581e-06,5.98802395209581e-06
0.03,1.79640718562874e-05,0.000101796407185629,0.000622754491017964,1.79640718562874e-05,1.79640718562874e-05
0.04,2.9940119760479e-05,0.000167664670658683,0.000706586826347305,2.9940119760479e-05,2.9940119760479e-05
0.05,3.59281437125749e-05,0.000221556886227545,0.000790419161676647,3.59281437125749e-05,3.59281437125749e-05
0.06,3.59281437125749e-05,0.000281437125748503,0.000904191616766467,4.19161676646707e-05,4.19161676646707e-05
0.07,4.79041916167665e-05,0.000335329341317365,0.00102994011976048,7.18562874251497e-05,4.79041916167665e-05
0.08,7.78443113772455e-05,0.000389221556886228,0.00110778443113772,8.98203592814371e-05,7.78443113772455e-05
0.09,9.58083832335329e-05,0.000449101796407186,0.00122155688622754,9.58083832335329e-05,9.58083832335329e-05
0.1,0.000101796407185629,0.00051497005988024,0.0012874251497006,0.000101796407185629,9.58083832335329e-05
