alpha,t2,w2,s2,b2,p2
0.001,0,0,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.002,5.98802395209581e-06,5.98802395209581e-06,4.79041916167665e-05,5.98802395209581e-06,5.98802395209581e-06
0.003,5.98802395209581e-06,1.79640718562874e-05,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.004,5.98802395209581e-06,2.9940119760479e-05,0.000101796407185629,1.19760479041916e-05,1.79640718562874e-05
0.005,5.98802395209581e-06,5.98802395209581e-05,0.000107784431137725,1.19760479041916e-05,1.79640718562874e-05
0.006,1.19760479041916e-05,5.98802395209581e-05,0.000125748502994012,2.39520958083832e-05,1.79640718562874e-05
0.007,1.19760479041916e-05,7.18562874251497e-05,0.000149700598802395,2.39520958083832e-05,1.79640718562874e-05
0.008,1.79640718562874e-05,8.98203592814371e-05,0.000167664670658683,2.39520958083832e-05,2.9940119760479e-05
0.009,2.39520958083832e-05,9.58083832335329e-05,0.000167664670658683,2.39520958083832e-05,2.9940119760479e-05
0.01,2.39520958083832e-05,0.000119760479041916,0.000191616766467066,2.9940119760479e-05,2.9940119760479e-05
0.02,3.59281437125749e-05,0.000227544910179641,0.000467065868263473,6.58682634730539e-05,4.19161676646707e-05
0.03,8.98203592814371e-05,0.000323353293413174,0.000646706586826347,0.000119760479041916,0.000101796407185629
0.04,0.000131736526946108,0.000473053892215569,0.000940119760479042,0.000167664670658683,0.000149700598802395
0.05,0.000167664670658683,0.000598802395209581,0.0011377245508982,0.000215568862275449,0.000173652694610778
0.06,0.000227544910179641,0.00074251497005988,0.0014311377245509,0.000329341317365269,0.000233532934131737
0.07,0.000335329341317365,0.000940119760479042,0.00156287425149701,0.000401197604790419,0.000341317365269461
0.08,0.000407185628742515,0.00110179640718563,0.00188023952095808,0.000485029940119761,0.000407185628742515
0.09,0.000479041916167665,0.00126946107784431,0.00198802395209581,0.000562874251497006,0.000479041916167665
0.1,0.00055688622754491,0.00139520958083832,0.00216766467065868,0.000622754491017964,0.000562874251497006
