alpha,t2,w2,s2,b2,p2
0.001,0,0,5.98802395209581e-05,0,0
0.002,0,5.98802395209581e-06,9.58083832335329e-05,0,0
0.003,0,1.19760479041916e-05,0.000143712574850299,0,0
0.004,0,1.19760479041916e-05,0.000197604790419162,0,0
0.005,0,1.79640718562874e-05,0.000233532934131737,0,0
0.006,0,1.79640718562874e-05,0.000287425149700599,0,0
0.007,0,2.9940119760479e-05,0.000317365269461078,5.98802395209581e-06,0
0.008,5.98802395209581e-06,4.79041916167665e-05,0.000377245508982036,1.79640718562874e-05,0
0.009,5.98802395209581e-06,5.38922155688623e-05,0.000431137724550898,3.59281437125749e-05,5.98802395209581e-06
0.01,2.9940119760479e-05,5.98802395209581e-05,0.000461077844311377,4.79041916167665e-05,1.79640718562874e-05
0.02,7.18562874251497e-05,0.000131736526946108,0.000988023952095809,8.38323353293413e-05,7.18562874251497e-05
0.03,0.000143712574850299,0.000269461077844311,0.00147904191616766,0.000161676646706587,0.000143712574850299
0.04,0.000203592814371258,0.00037125748502994,0.00191017964071856,0.000233532934131737,0.000191616766467066
0.05,0.000275449101796407,0.000520958083832335,0.00223952095808383,0.000329341317365269,0.000281437125748503
0.06,0.000377245508982036,0.000730538922155689,0.00273652694610778,0.000419161676646707,0.000353293413173653
0.07,0.000491017964071856,0.000916167664670659,0.0031437125748503,0.000502994011976048,0.000455089820359281
0.08,0.000586826347305389,0.00107185628742515,0.00352694610778443,0.000664670658682635,0.000550898203592814
0.09,0.000706586826347305,0.00126946107784431,0.00393413173652695,0.000790419161676647,0.000682634730538922
0.1,0.000862275449101796,0.00148502994011976,0.00427544910179641,0.000946107784431138,0.000826347305389222
