alpha,t2,w2,s2,b2,p2
0.001,5.98802395209581e-06,0,1.19760479041916e-05,2.9940119760479e-05,5.98802395209581e-06
0.002,5.98802395209581e-06,3.59281437125749e-05,3.59281437125749e-05,5.38922155688623e-05,1.79640718562874e-05
0.003,2.39520958083832e-05,4.79041916167665e-05,5.38922155688623e-05,7.78443113772455e-05,2.9940119760479e-05
0.004,2.9940119760479e-05,6.58682634730539e-05,5.38922155688623e-05,0.000107784431137725,4.19161676646707e-05
0.005,4.79041916167665e-05,7.18562874251497e-05,0.000101796407185629,0.000125748502994012,5.38922155688623e-05
0.006,5.38922155688623e-05,8.38323353293413e-05,0.000101796407185629,0.000161676646706587,5.98802395209581e-05
0.007,7.78443113772455e-05,9.58083832335329e-05,0.000203592814371258,0.000209580838323353,8.98203592814371e-05
0.008,8.38323353293413e-05,0.000131736526946108,0.000227544910179641,0.00025748502994012,0.000101796407185629
0.009,0.000101796407185629,0.000167664670658683,0.000227544910179641,0.000275449101796407,0.00011377245508982
0.01,0.00011377245508982,0.00018562874251497,0.000227544910179641,0.00029940119760479,0.000137724550898204
0.02,0.000341317365269461,0.000491017964071856,0.000598802395209581,0.000610778443113772,0.000377245508982036
0.03,0.000550898203592814,0.000820359281437126,0.000946107784431138,0.000976047904191617,0.000562874251497006
0.04,0.000862275449101796,0.00116167664670659,0.00126946107784431,0.00132934131736527,0.000892215568862276
0.05,0.00116167664670659,0.00150898203592814,0.00162275449101796,0.00168862275449102,0.00116766467065868
0.06,0.00147904191616766,0.00186826347305389,0.00194011976047904,0.00207784431137725,0.00152095808383234
0.07,0.00180239520958084,0.00218562874251497,0.00289820359281437,0.00247305389221557,0.00183832335329341
0.08,0.0021377245508982,0.00261077844311377,0.00318562874251497,0.0028622754491018,0.00219760479041916
0.09,0.00252095808383234,0.00305988023952096,0.00318562874251497,0.00332934131736527,0.00252694610778443
0.1,0.00288622754491018,0.00350898203592814,0.00424550898203593,0.00374251497005988,0.00288023952095808
