delta,t2,w2,s2,b2,p2
0.01,0.000329341317365269,0.00183832335329341,0.00413173652694611,0.000383233532934132,0.000347305389221557
0.02,4.79041916167665e-05,0.000245508982035928,0.00111377245508982,7.18562874251497e-05,5.38922155688623e-05
0.03,2.39520958083832e-05,9.58083832335329e-05,0.000413173652694611,2.39520958083832e-05,2.39520958083832e-05
0.04,0,1.79640718562874e-05,0.000131736526946108,0,0
0.05,0,0,3.59281437125749e-05,0,0
0.06,0,0,0,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
