delta,t2,w2,s2,b2,p2
0.01,0.00129940119760479,0.00149700598802395,0.00450299401197605,0.00153892215568862,0.00131736526946108
0.02,0.000520958083832335,0.000676646706586826,0.00277245508982036,0.00062874251497006,0.000532934131736527
0.03,0.000251497005988024,0.000335329341317365,0.00162874251497006,0.000317365269461078,0.000251497005988024
0.04,8.38323353293413e-05,0.00011377245508982,0.000916167664670659,9.58083832335329e-05,8.38323353293413e-05
0.05,6.58682634730539e-05,5.38922155688623e-05,0.000598802395209581,8.38323353293413e-05,6.58682634730539e-05
0.06,3.59281437125749e-05,4.19161676646707e-05,0.000239520958083832,4.19161676646707e-05,3.59281437125749e-05
0.07,1.79640718562874e-05,2.39520958083832e-05,0.000179640718562874,1.79640718562874e-05,1.79640718562874e-05
0.08,0,0,8.38323353293413e-05,0,0
0.09,0,0,2.39520958083832e-05,0,0
0.1,5.98802395209581e-06,0,0,5.98802395209581e-06,5.98802395209581e-06
