delta,t2,w2,s2,b2,p2
0.01,0.000209580838323353,0.00110778443113772,0.00259281437125749,0.000251497005988024,0.000233532934131737
0.02,4.19161676646707e-05,0.00029940119760479,0.000874251497005988,6.58682634730539e-05,5.98802395209581e-05
0.03,5.98802395209581e-06,0.000107784431137725,0.000353293413173653,5.98802395209581e-06,5.98802395209581e-06
0.04,0,1.19760479041916e-05,8.38323353293413e-05,0,0
0.05,0,1.79640718562874e-05,4.19161676646707e-05,0,0
0.06,0,0,3.59281437125749e-05,0,0
0.07,0,0,0,0,0
0.08,0,0,0,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,5.98802395209581e-06,0,0
