delta,t2,w2,s2,b2,p2
0.01,0.000664670658682635,0.001,0.000952095808383234,0.00182035928143713,0.000874251497005988
0.02,0.000209580838323353,0.000323353293413174,0.000359281437125749,0.000562874251497006,0.000263473053892216
0.03,0.000107784431137725,0.000167664670658683,0.000161676646706587,0.000251497005988024,0.000131736526946108
0.04,4.19161676646707e-05,5.38922155688623e-05,5.98802395209581e-05,8.98203592814371e-05,5.38922155688623e-05
0.05,1.19760479041916e-05,1.19760479041916e-05,3.59281437125749e-05,3.59281437125749e-05,2.39520958083832e-05
0.06,5.98802395209581e-06,1.19760479041916e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.07,5.98802395209581e-06,1.19760479041916e-05,1.79640718562874e-05,1.19760479041916e-05,1.19760479041916e-05
0.08,0,0,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
