delta,t2,w2,s2,b2,p2
0.01,0.00162275449101796,0.00102395209580838,0.00129341317365269,0.00325748502994012,0.00143712574850299
0.02,0.000718562874251497,0.000461077844311377,0.000778443113772455,0.00188622754491018,0.000652694610778443
0.03,0.000437125748502994,0.000305389221556886,0.000359281437125749,0.00102994011976048,0.000407185628742515
0.04,0.000209580838323353,0.000143712574850299,0.000197604790419162,0.000497005988023952,0.000197604790419162
0.05,0.000149700598802395,0.000125748502994012,0.000191616766467066,0.000431137724550898,0.000137724550898204
0.06,7.18562874251497e-05,4.79041916167665e-05,0.000119760479041916,0.000143712574850299,4.19161676646707e-05
0.07,4.19161676646707e-05,5.98802395209581e-06,7.18562874251497e-05,0.000101796407185629,4.19161676646707e-05
0.08,2.9940119760479e-05,5.98802395209581e-06,1.79640718562874e-05,6.58682634730539e-05,1.79640718562874e-05
0.09,1.19760479041916e-05,5.98802395209581e-06,1.79640718562874e-05,2.39520958083832e-05,1.19760479041916e-05
0.1,5.98802395209581e-06,5.98802395209581e-06,0,5.98802395209581e-06,5.98802395209581e-06
