delta,t2,w2,s2,b2,p2
0.01,0.000467065868263473,0.000994011976047904,0.00150299401197605,0.000712574850299401,0.000538922155688623
0.02,0.000131736526946108,0.000239520958083832,0.000586826347305389,0.000197604790419162,0.000143712574850299
0.03,2.39520958083832e-05,4.19161676646707e-05,0.000227544910179641,2.9940119760479e-05,2.9940119760479e-05
0.04,0,5.98802395209581e-06,0.000107784431137725,0,0
0.05,0,0,5.38922155688623e-05,0,0
0.06,0,5.98802395209581e-06,1.79640718562874e-05,0,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,5.98802395209581e-06,1.19760479041916e-05,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,5.98802395209581e-06,0,0
