delta,t2,w2,s2,b2,p2
0.01,0.000622754491017964,0.00141916167664671,0.00215568862275449,0.000952095808383234,0.000682634730538922
0.02,0.000149700598802395,0.000287425149700599,0.00070059880239521,0.000203592814371258,0.000143712574850299
0.03,3.59281437125749e-05,7.78443113772455e-05,0.000209580838323353,6.58682634730539e-05,4.19161676646707e-05
0.04,2.9940119760479e-05,4.79041916167665e-05,0.000107784431137725,3.59281437125749e-05,2.39520958083832e-05
0.05,0,5.98802395209581e-06,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.06,0,0,1.79640718562874e-05,0,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
