delta,t2,w2,s2,b2,p2
0.01,0.00102994011976048,0.00101197604790419,0.00159281437125749,0.0015748502994012,0.000988023952095809
0.02,0.00044311377245509,0.000491017964071856,0.000748502994011976,0.000712574850299401,0.000425149700598802
0.03,0.000203592814371258,0.000167664670658683,0.000383233532934132,0.000281437125748503,0.000203592814371258
0.04,5.38922155688623e-05,6.58682634730539e-05,0.000179640718562874,0.000119760479041916,5.98802395209581e-05
0.05,2.39520958083832e-05,2.9940119760479e-05,0.000125748502994012,4.19161676646707e-05,1.79640718562874e-05
0.06,5.98802395209581e-06,5.98802395209581e-06,5.38922155688623e-05,5.98802395209581e-06,0
0.07,0,0,3.59281437125749e-05,0,0
0.08,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,5.98802395209581e-06,0,0
