delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0289341317365269,0.0307544910179641,0.0325928143712575,0.0334730538922156,0.0291137724550898,0.021,0.0220179640718563,0.0260299401197605,0.0267365269461078,0.0212335329341317
0.02,0.041059880239521,0.0446826347305389,0.0428323353293413,0.0474670658682635,0.0412155688622754,0.026251497005988,0.0281736526946108,0.030125748502994,0.0329520958083832,0.0265988023952096
0.03,0.0593353293413174,0.0625029940119761,0.0591556886227545,0.0671916167664671,0.0593892215568862,0.0356287425149701,0.0374311377245509,0.0383293413173653,0.043940119760479,0.0359341317365269
0.04,0.0819940119760479,0.0853053892215569,0.0756826347305389,0.0918443113772455,0.0820898203592814,0.0492155688622755,0.0507005988023952,0.048497005988024,0.0599161676646707,0.0496467065868264
0.05,0.107173652694611,0.10962874251497,0.0952994011976048,0.119916167664671,0.107395209580838,0.0648023952095808,0.065622754491018,0.0608922155688623,0.0780778443113773,0.0652634730538922
0.06,0.139580838323353,0.142095808383234,0.121059880239521,0.154419161676647,0.139736526946108,0.0872215568862275,0.088059880239521,0.0793952095808383,0.104053892215569,0.0877365269461078
0.07,0.181562874251497,0.182658682634731,0.153353293413174,0.199622754491018,0.181754491017964,0.117083832335329,0.116982035928144,0.101934131736527,0.137538922155689,0.117868263473054
0.08,0.222850299401198,0.22437125748503,0.182748502994012,0.243323353293413,0.222988023952096,0.148179640718563,0.146389221556886,0.124185628742515,0.171431137724551,0.14888622754491
0.09,0.27311377245509,0.273407185628743,0.221011976047904,0.296155688622755,0.273299401197605,0.18962874251497,0.185568862275449,0.154119760479042,0.216508982035928,0.190209580838323
0.1,0.329814371257485,0.328149700598802,0.266850299401198,0.35440119760479,0.329844311377246,0.234940119760479,0.231329341317365,0.190676646706587,0.266574850299401,0.235544910179641
