delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0711017964071856,0.105233532934132,0.104365269461078,0.0731676646706587,0.0742574850299401,0.0515808383233533,0.0835329341317365,0.0855988023952096,0.0557065868263473,0.0550958083832335
0.02,0.170880239520958,0.201209580838323,0.175736526946108,0.175604790419162,0.175281437125749,0.126682634730539,0.155898203592814,0.13888622754491,0.13611377245509,0.132131736526946
0.03,0.318574850299401,0.339437125748503,0.272718562874252,0.324988023952096,0.32340119760479,0.248017964071856,0.272934131736527,0.218083832335329,0.264083832335329,0.255197604790419
0.04,0.498179640718563,0.50234131736527,0.390670658682635,0.506940119760479,0.503622754491018,0.413754491017964,0.426275449101796,0.325880239520958,0.434556886227545,0.42202994011976
0.05,0.670802395209581,0.653616766467066,0.50914371257485,0.679119760479042,0.675389221556886,0.589167664670659,0.580023952095808,0.440826347305389,0.60974251497006,0.596832335329341
0.06,0.797047904191617,0.773215568862276,0.618778443113773,0.804814371257485,0.800287425149701,0.733083832335329,0.712766467065868,0.552305389221557,0.749760479041916,0.738610778443114
0.07,0.884568862275449,0.863437125748503,0.718838323353293,0.890251497005988,0.886293413173653,0.839239520958084,0.817946107784431,0.658461077844311,0.851538922155689,0.842712574850299
0.08,0.93940119760479,0.924197604790419,0.800868263473054,0.943131736526946,0.94037125748503,0.910359281437126,0.893688622754491,0.749880239520958,0.918508982035928,0.912449101796407
0.09,0.97022754491018,0.958952095808383,0.860808383233533,0.972275449101796,0.970730538922156,0.953383233532934,0.939610778443114,0.820233532934132,0.958425149700599,0.954437125748503
0.1,0.985562874251497,0.978958083832335,0.904964071856288,0.98677245508982,0.985754491017964,0.976239520958084,0.96734131736527,0.872604790419162,0.979053892215569,0.976766467065868
