delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0435688622754491,0.0615389221556886,0.0554550898203593,0.0481077844311377,0.0477604790419162,0.030185628742515,0.0456407185628743,0.0423233532934132,0.0363712574850299,0.0342634730538922
0.02,0.0925149700598802,0.10914371257485,0.0921137724550898,0.100437125748503,0.0981616766467066,0.0640538922155689,0.0786946107784431,0.0679760479041916,0.0770898203592814,0.070251497005988
0.03,0.157664670658683,0.174568862275449,0.137838323353293,0.17051497005988,0.165844311377246,0.111832335329341,0.126353293413174,0.100646706586826,0.132365269461078,0.120760479041916
0.04,0.249407185628743,0.263874251497006,0.197281437125749,0.266173652694611,0.259850299401198,0.182407185628743,0.198047904191617,0.145982035928144,0.213347305389222,0.19548502994012
0.05,0.366215568862275,0.373287425149701,0.272826347305389,0.385844311377246,0.377898203592814,0.28302994011976,0.291407185628743,0.209293413173653,0.323287425149701,0.299604790419162
0.06,0.489425149700599,0.485988023952096,0.356011976047904,0.510604790419162,0.501526946107784,0.395077844311377,0.399155688622755,0.284035928143713,0.441185628742515,0.413035928143713
0.07,0.605562874251497,0.597682634730539,0.445,0.627251497005988,0.615562874251497,0.514994011976048,0.511592814371258,0.365868263473054,0.560790419161677,0.531455089820359
0.08,0.710155688622755,0.697443113772455,0.532784431137725,0.730461077844311,0.718137724550898,0.626604790419162,0.615155688622755,0.450916167664671,0.669850299401198,0.64085628742515
0.09,0.793880239520958,0.777694610778443,0.611670658682635,0.811928143712575,0.80014371257485,0.723688622754491,0.707179640718563,0.531473053892216,0.760862275449102,0.734904191616766
0.1,0.85759880239521,0.841173652694611,0.684520958083832,0.872413173652695,0.861814371257485,0.79977245508982,0.78262874251497,0.610329341317365,0.830550898203593,0.808071856287425
