alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.00170658682634731,0.00160479041916168,0.00330538922155689,0.00277844311377246,0.0018502994011976,0.00116766467065868,0.000946107784431138,0.00238922155688623,0.00225748502994012,0.00131736526946108
0.002,0.00338323353293413,0.00366467065868264,0.00550898203592815,0.00490419161676647,0.00354491017964072,0.00226946107784431,0.00210179640718563,0.00407185628742515,0.00402994011976048,0.00247305389221557
0.003,0.00484431137724551,0.00526347305389222,0.00754491017964072,0.00682634730538922,0.00504790419161677,0.00343712574850299,0.00335928143712575,0.0057185628742515,0.00551497005988024,0.00361676646706587
0.004,0.00635329341317365,0.00670059880239521,0.00946107784431138,0.00852095808383234,0.0065748502994012,0.00452694610778443,0.00474850299401198,0.0071497005988024,0.00711976047904192,0.00468862275449102
0.005,0.00798203592814371,0.00840718562874252,0.0111916167664671,0.0100778443113772,0.00810778443113773,0.00554491017964072,0.00580838323353293,0.00816766467065868,0.00852095808383234,0.00581437125748503
0.006,0.00925149700598802,0.0098502994011976,0.0129041916167665,0.0118263473053892,0.00944910179640719,0.00661676646706587,0.00692814371257485,0.0100179640718563,0.00991616766467066,0.00689221556886228
0.007,0.010622754491018,0.0112754491017964,0.015,0.0134670658682635,0.0108323353293413,0.00775449101796407,0.00795808383233533,0.0114011976047904,0.0113173652694611,0.0079940119760479
0.008,0.0120538922155689,0.0128862275449102,0.0153353293413174,0.0148383233532934,0.0121916167664671,0.00876047904191617,0.0090059880239521,0.0125568862275449,0.0124610778443114,0.00902994011976048
0.009,0.0133353293413174,0.0144311377245509,0.0176766467065868,0.0164910179640719,0.0135329341317365,0.00992814371257485,0.0102574850299401,0.0131556886227545,0.0137305389221557,0.0102095808383234
0.01,0.0148323353293413,0.0158922155688623,0.0186766467065868,0.0182155688622755,0.0150538922155689,0.0110359281437126,0.0114431137724551,0.0151137724550898,0.0149461077844311,0.0112215568862275
0.02,0.0289341317365269,0.0307544910179641,0.0325928143712575,0.0334730538922156,0.0291137724550898,0.021,0.0220179640718563,0.0260299401197605,0.0267365269461078,0.0212335329341317
0.03,0.0427784431137725,0.0449880239520958,0.0459041916167665,0.0479760479041916,0.0427724550898204,0.0315449101796407,0.0333233532934132,0.0385748502994012,0.0385688622754491,0.0316526946107784
0.04,0.0557844311377246,0.0597005988023952,0.0568922155688623,0.0615868263473054,0.0558622754491018,0.0419520958083832,0.0440479041916168,0.0465508982035928,0.0497784431137725,0.0421736526946108
0.05,0.0694071856287425,0.0736107784431138,0.0720239520958084,0.0752634730538922,0.0694670658682635,0.0525568862275449,0.0548562874251497,0.0561676646706587,0.0608622754491018,0.0526526946107784
0.06,0.0824191616766467,0.0874311377245509,0.0798922155688623,0.0884251497005988,0.0822754491017964,0.0628982035928144,0.0658682634730539,0.066814371257485,0.0722035928143713,0.0629221556886228
0.07,0.0952155688622755,0.100317365269461,0.0930119760479042,0.101209580838323,0.094940119760479,0.0735089820359282,0.0771317365269461,0.0746107784431138,0.0825688622754491,0.073562874251497
0.08,0.107592814371258,0.113491017964072,0.10274251497006,0.113850299401198,0.107455089820359,0.0834790419161677,0.0880538922155689,0.083437125748503,0.09337125748503,0.0835029940119761
0.09,0.12002994011976,0.126574850299401,0.114862275449102,0.125892215568862,0.119862275449102,0.093940119760479,0.0990179640718563,0.0973413173652695,0.104251497005988,0.0938443113772455
0.1,0.131964071856287,0.138946107784431,0.124395209580838,0.138161676646707,0.131718562874251,0.104479041916168,0.109754491017964,0.106868263473054,0.114892215568862,0.104616766467066
