delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.00162275449101796,0.000802395209580838,0.000994011976047904,0.00454491017964072,0.00152095808383234,0.00104790419161677,0.000383233532934132,0.000778443113772455,0.00398802395209581,0.00104191616766467
0.02,0.00310778443113772,0.00176047904191617,0.00176047904191617,0.00777844311377246,0.00304790419161677,0.00181437125748503,0.00074251497005988,0.00120958083832335,0.00587425149700599,0.00172455089820359
0.03,0.00559281437125749,0.00303592814371258,0.00343712574850299,0.0128982035928144,0.00541916167664671,0.00304191616766467,0.00133532934131737,0.00227544910179641,0.00913173652694611,0.00304790419161677
0.04,0.00902395209580838,0.00488622754491018,0.00526946107784431,0.0209341317365269,0.00867664670658683,0.00488023952095808,0.00204790419161677,0.00322754491017964,0.0148383233532934,0.00476047904191617
0.05,0.0141556886227545,0.00840718562874252,0.00817365269461078,0.0311317365269461,0.0139461077844311,0.00807784431137725,0.0037185628742515,0.00508982035928144,0.0225269461077844,0.00811377245508982
0.06,0.0224491017964072,0.0134850299401198,0.0127964071856287,0.0469640718562874,0.0220419161676647,0.0129820359281437,0.00608383233532934,0.00801796407185629,0.0347065868263473,0.0128922155688623
0.07,0.0337544910179641,0.020562874251497,0.0194790419161677,0.0668562874251497,0.0329700598802395,0.0205149700598802,0.00986826347305389,0.0126826347305389,0.0507664670658683,0.020059880239521
0.08,0.0485449101796407,0.0301556886227545,0.0283293413173653,0.0929281437125749,0.0475988023952096,0.0297844311377246,0.0148323353293413,0.0192814371257485,0.070814371257485,0.0295688622754491
0.09,0.0695389221556886,0.0453293413173653,0.0413053892215569,0.125131736526946,0.068437125748503,0.0445449101796407,0.0233892215568862,0.0282754491017964,0.0985389221556886,0.044497005988024
0.1,0.0954131736526946,0.0642934131736527,0.0567664670658683,0.164335329341317,0.0940718562874251,0.0633233532934132,0.0348263473053892,0.0394550898203593,0.131,0.0633473053892216
