alpha,t2,w2,s2,b2,p2
0.001,1.79640718562874e-05,0,1.79640718562874e-05,7.78443113772455e-05,2.9940119760479e-05
0.002,5.98802395209581e-05,1.19760479041916e-05,3.59281437125749e-05,0.000191616766467066,7.78443113772455e-05
0.003,7.18562874251497e-05,2.9940119760479e-05,5.38922155688623e-05,0.000287425149700599,0.00011377245508982
0.004,9.58083832335329e-05,7.78443113772455e-05,6.58682634730539e-05,0.000407185628742515,0.000173652694610778
0.005,0.000161676646706587,8.38323353293413e-05,0.000143712574850299,0.000532934131736527,0.000197604790419162
0.006,0.000203592814371258,0.000125748502994012,0.000143712574850299,0.000604790419161677,0.000233532934131737
0.007,0.000245508982035928,0.000167664670658683,0.000167664670658683,0.000682634730538922,0.000263473053892216
0.008,0.000305389221556886,0.000209580838323353,0.00029940119760479,0.000790419161676647,0.000365269461077844
0.009,0.000353293413173653,0.000239520958083832,0.00029940119760479,0.000850299401197605,0.000419161676646707
0.01,0.000419161676646707,0.00025748502994012,0.00029940119760479,0.000940119760479042,0.000479041916167665
0.02,0.00104191616766467,0.000880239520958084,0.000646706586826347,0.00176646706586826,0.00109580838323353
0.03,0.00162874251497006,0.00140718562874251,0.000976047904191617,0.00268263473053892,0.00162874251497006
0.04,0.00230538922155689,0.00213173652694611,0.00166467065868263,0.0035688622754491,0.00229940119760479
0.05,0.00306586826347305,0.00289221556886228,0.00232335329341317,0.00438922155688623,0.00310778443113772
0.06,0.00379640718562874,0.00361077844311377,0.00281437125748503,0.00539520958083832,0.00376047904191617
0.07,0.00461077844311377,0.00436526946107784,0.00339520958083832,0.00631137724550898,0.00447904191616767
0.08,0.00549700598802395,0.00540718562874252,0.00441317365269461,0.00723952095808383,0.00544311377245509
0.09,0.00638323353293413,0.00632335329341317,0.00441317365269461,0.00834730538922156,0.00627544910179641
0.1,0.0072874251497006,0.00717964071856287,0.00604191616766467,0.0094311377245509,0.00720359281437126
