alpha,t2,w2,s2,b2,p2
0.001,0,0,1.79640718562874e-05,0,0
0.002,0,0,2.39520958083832e-05,0,0
0.003,0,0,2.39520958083832e-05,0,0
0.004,0,0,2.39520958083832e-05,0,0
0.005,0,0,2.9940119760479e-05,0,0
0.006,0,0,2.9940119760479e-05,0,0
0.007,0,0,2.9940119760479e-05,0,0
0.008,0,0,2.9940119760479e-05,0,0
0.009,0,0,2.9940119760479e-05,0,0
0.01,0,5.98802395209581e-06,3.59281437125749e-05,0,0
0.02,0,1.19760479041916e-05,5.98802395209581e-05,0,0
0.03,0,1.19760479041916e-05,0.000107784431137725,0,0
0.04,0,1.79640718562874e-05,0.000137724550898204,0,0
0.05,0,1.79640718562874e-05,0.000137724550898204,0,0
0.06,0,1.79640718562874e-05,0.000167664670658683,0,0
0.07,5.98802395209581e-06,1.79640718562874e-05,0.00018562874251497,5.98802395209581e-06,5.98802395209581e-06
0.08,1.19760479041916e-05,2.39520958083832e-05,0.000221556886227545,1.19760479041916e-05,1.19760479041916e-05
0.09,1.79640718562874e-05,4.19161676646707e-05,0.000239520958083832,2.39520958083832e-05,1.79640718562874e-05
0.1,2.39520958083832e-05,7.18562874251497e-05,0.000287425149700599,2.39520958083832e-05,2.39520958083832e-05
