alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,1.79640718562874e-05,5.98802395209581e-06,0
0.003,0,0,2.39520958083832e-05,5.98802395209581e-06,0
0.004,0,0,2.39520958083832e-05,5.98802395209581e-06,0
0.005,0,5.98802395209581e-06,2.39520958083832e-05,5.98802395209581e-06,0
0.006,5.98802395209581e-06,1.79640718562874e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.007,5.98802395209581e-06,2.39520958083832e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.008,5.98802395209581e-06,2.39520958083832e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.009,5.98802395209581e-06,2.39520958083832e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.01,5.98802395209581e-06,3.59281437125749e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.02,1.19760479041916e-05,7.78443113772455e-05,0.000101796407185629,3.59281437125749e-05,1.79640718562874e-05
0.03,2.39520958083832e-05,0.000101796407185629,0.00018562874251497,5.98802395209581e-05,3.59281437125749e-05
0.04,5.38922155688623e-05,0.000143712574850299,0.000293413173652695,0.000101796407185629,5.98802395209581e-05
0.05,7.78443113772455e-05,0.000191616766467066,0.000353293413173653,0.000161676646706587,9.58083832335329e-05
0.06,0.000125748502994012,0.000263473053892216,0.000461077844311377,0.000221556886227545,0.000131736526946108
0.07,0.000173652694610778,0.000311377245508982,0.000598802395209581,0.00025748502994012,0.000203592814371258
0.08,0.000215568862275449,0.000365269461077844,0.000694610778443114,0.000347305389221557,0.000233532934131737
0.09,0.000245508982035928,0.00044311377245509,0.000694610778443114,0.000377245508982036,0.00025748502994012
0.1,0.000335329341317365,0.000502994011976048,0.000982035928143713,0.000419161676646707,0.000341317365269461
