alpha,t2,w2,s2,b2,p2
0.001,1.19760479041916e-05,5.98802395209581e-06,2.39520958083832e-05,1.79640718562874e-05,1.19760479041916e-05
0.002,1.79640718562874e-05,1.79640718562874e-05,2.9940119760479e-05,3.59281437125749e-05,1.19760479041916e-05
0.003,2.9940119760479e-05,2.39520958083832e-05,4.79041916167665e-05,7.78443113772455e-05,3.59281437125749e-05
0.004,5.38922155688623e-05,3.59281437125749e-05,7.78443113772455e-05,0.000101796407185629,4.19161676646707e-05
0.005,7.78443113772455e-05,5.98802395209581e-05,0.000107784431137725,0.00011377245508982,7.78443113772455e-05
0.006,0.000101796407185629,7.18562874251497e-05,0.000131736526946108,0.000131736526946108,0.000107784431137725
0.007,0.00011377245508982,8.98203592814371e-05,0.000167664670658683,0.000143712574850299,0.000107784431137725
0.008,0.00011377245508982,0.000101796407185629,0.000203592814371258,0.000161676646706587,0.00011377245508982
0.009,0.000131736526946108,0.000125748502994012,0.000203592814371258,0.000191616766467066,0.000131736526946108
0.01,0.000143712574850299,0.000143712574850299,0.000227544910179641,0.000203592814371258,0.000143712574850299
0.02,0.000347305389221557,0.000311377245508982,0.000538922155688623,0.000485029940119761,0.000359281437125749
0.03,0.000562874251497006,0.000491017964071856,0.000868263473053892,0.000736526946107784,0.000568862275449102
0.04,0.000838323353293413,0.000820359281437126,0.00117964071856287,0.00104191616766467,0.000838323353293413
0.05,0.00113173652694611,0.00108383233532934,0.00150898203592814,0.00139520958083832,0.00113173652694611
0.06,0.00144311377245509,0.00134730538922156,0.00204191616766467,0.00163473053892216,0.00145508982035928
0.07,0.00165868263473054,0.00174251497005988,0.0024251497005988,0.00197604790419162,0.00166467065868263
0.08,0.0020059880239521,0.00216167664670659,0.00292215568862275,0.00237125748502994,0.0020059880239521
0.09,0.00238922155688623,0.00248502994011976,0.00361077844311377,0.00279640718562874,0.00240119760479042
0.1,0.00281437125748503,0.00284431137724551,0.0041437125748503,0.00322155688622755,0.00283832335329341
