alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,0,0,0
0.003,0,0,5.98802395209581e-06,0,0
0.004,0,0,2.39520958083832e-05,0,0
0.005,0,0,3.59281437125749e-05,0,0
0.006,0,0,5.98802395209581e-05,5.98802395209581e-06,0
0.007,0,0,6.58682634730539e-05,5.98802395209581e-06,0
0.008,5.98802395209581e-06,0,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.009,5.98802395209581e-06,5.98802395209581e-06,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.01,5.98802395209581e-06,5.98802395209581e-06,8.38323353293413e-05,5.98802395209581e-06,5.98802395209581e-06
0.02,1.19760479041916e-05,2.9940119760479e-05,0.000161676646706587,1.19760479041916e-05,1.19760479041916e-05
0.03,1.79640718562874e-05,6.58682634730539e-05,0.000317365269461078,2.9940119760479e-05,1.19760479041916e-05
0.04,4.19161676646707e-05,0.000101796407185629,0.00044311377245509,7.78443113772455e-05,2.9940119760479e-05
0.05,8.98203592814371e-05,0.000131736526946108,0.000538922155688623,0.00011377245508982,7.78443113772455e-05
0.06,0.00011377245508982,0.000179640718562874,0.000670658682634731,0.000143712574850299,0.00011377245508982
0.07,0.000155688622754491,0.000233532934131737,0.000736526946107784,0.000203592814371258,0.000149700598802395
0.08,0.000203592814371258,0.000305389221556886,0.00081437125748503,0.000233532934131737,0.000173652694610778
0.09,0.000239520958083832,0.000353293413173653,0.00105988023952096,0.00029940119760479,0.000239520958083832
0.1,0.00029940119760479,0.000449101796407186,0.0011497005988024,0.000359281437125749,0.000287425149700599
