alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.0150898203592814,0.0175868263473054,0.028251497005988,0.0185808383233533,0.0154131736526946,0.00874850299401198,0.0109041916167665,0.0199341317365269,0.011688622754491,0.00919161676646707
0.002,0.0260479041916168,0.0293173652694611,0.0415149700598802,0.0303652694610778,0.0264251497005988,0.0151137724550898,0.0175988023952096,0.0287784431137725,0.0191796407185629,0.0154491017964072
0.003,0.0349880239520958,0.038940119760479,0.0515449101796407,0.0397425149700599,0.0354131736526946,0.0208383233532934,0.0236167664670659,0.0359580838323353,0.0256167664670659,0.0213473053892216
0.004,0.0430299401197605,0.0478922155688623,0.0604191616766467,0.0483652694610778,0.0433293413173653,0.0260958083832335,0.0293832335329341,0.0423353293413174,0.0313592814371258,0.026497005988024
0.005,0.0503832335329341,0.0554550898203593,0.0681077844311377,0.0562574850299401,0.0507365269461078,0.0309101796407186,0.0343652694610779,0.0474850299401198,0.035940119760479,0.0313293413173653
0.006,0.0573832335329341,0.0624131736526946,0.0755029940119761,0.0630658682634731,0.0577365269461078,0.0350778443113772,0.0390778443113772,0.052622754491018,0.0407904191616766,0.035497005988024
0.007,0.0639341317365269,0.0695508982035928,0.0824670658682635,0.0699640718562874,0.0642035928143713,0.0393173652694611,0.0435329341317365,0.0569880239520958,0.0451736526946108,0.0396467065868264
0.008,0.0702335329341317,0.0759700598802395,0.0873652694610778,0.076311377245509,0.070437125748503,0.0431616766467066,0.0480898203592814,0.0617544910179641,0.0493413173652695,0.0434790419161677
0.009,0.0759221556886228,0.0824850299401198,0.0929161676646707,0.0824071856287425,0.0762754491017964,0.0469940119760479,0.052125748502994,0.065,0.0533353293413174,0.0472335329341317
0.01,0.0817425149700599,0.0884491017964072,0.0988502994011976,0.0882395209580838,0.0820479041916168,0.0505568862275449,0.0557305389221557,0.0696766467065868,0.0571317365269461,0.050940119760479
0.02,0.130784431137725,0.139898203592814,0.144802395209581,0.138107784431138,0.130892215568862,0.0822634730538922,0.0890778443113772,0.101868263473054,0.0897664670658683,0.0825389221556886
0.03,0.171844311377246,0.180898203592814,0.180778443113772,0.179023952095808,0.171748502994012,0.109275449101796,0.116958083832335,0.127275449101796,0.116892215568862,0.109544910179641
0.04,0.206604790419162,0.216964071856287,0.208365269461078,0.213604790419162,0.206592814371257,0.132365269461078,0.141712574850299,0.15025748502994,0.140556886227545,0.132473053892216
0.05,0.237718562874252,0.248982035928144,0.236455089820359,0.244688622754491,0.237706586826347,0.154329341317365,0.163802395209581,0.169904191616766,0.162323353293413,0.154682634730539
0.06,0.266041916167665,0.277748502994012,0.262868263473054,0.272730538922156,0.266089820359281,0.17448502994012,0.183994011976048,0.188820359281437,0.182443113772455,0.174431137724551
0.07,0.292862275449102,0.304712574850299,0.281431137724551,0.299556886227545,0.292838323353293,0.193077844311377,0.203245508982036,0.203083832335329,0.20088622754491,0.193095808383234
0.08,0.31811377245509,0.329023952095808,0.302850299401198,0.323958083832335,0.317928143712575,0.210550898203593,0.221359281437126,0.21859880239521,0.21825748502994,0.210640718562874
0.09,0.34077245508982,0.352245508982036,0.321838323353293,0.34651497005988,0.340622754491018,0.227047904191617,0.238287425149701,0.234676646706587,0.234784431137725,0.227011976047904
0.1,0.362664670658683,0.37325748502994,0.337814371257485,0.368293413173653,0.362568862275449,0.243101796407186,0.254952095808383,0.249311377245509,0.250838323353293,0.243083832335329
