delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0760059880239521,0.111203592814371,0.108197604790419,0.0785928143712575,0.0791976047904192,0.0550898203592814,0.0877185628742515,0.0896646706586826,0.0590658682634731,0.0583712574850299
0.02,0.181233532934132,0.211502994011976,0.181149700598802,0.186107784431138,0.185125748502994,0.134275449101796,0.163952095808383,0.14462874251497,0.144005988023952,0.139425149700599
0.03,0.33374251497006,0.353287425149701,0.279988023952096,0.340844311377246,0.338604790419162,0.260137724550898,0.284994011976048,0.226988023952096,0.27688622754491,0.266904191616767
0.04,0.515778443113772,0.517706586826347,0.399736526946108,0.523832335329341,0.520700598802395,0.429700598802395,0.440592814371257,0.33622754491018,0.449622754491018,0.437431137724551
0.05,0.686497005988024,0.668209580838323,0.51834131736527,0.69440119760479,0.690538922155689,0.604718562874252,0.594467065868264,0.452658682634731,0.624784431137725,0.612239520958084
0.06,0.809011976047904,0.784550898203593,0.627299401197605,0.816041916167665,0.811550898203593,0.745568862275449,0.724670658682635,0.564928143712575,0.761682634730539,0.750766467065868
0.07,0.892383233532934,0.87188622754491,0.726832335329341,0.897329341317365,0.893940119760479,0.848419161676647,0.827401197604791,0.67051497005988,0.860149700598802,0.851479041916168
0.08,0.944233532934132,0.929520958083832,0.807784431137725,0.947718562874251,0.944910179640719,0.916197604790419,0.90011377245509,0.760778443113772,0.923724550898204,0.917844311377246
0.09,0.972940119760479,0.962245508982036,0.866041916167665,0.974814371257485,0.973275449101796,0.957161676646707,0.94385628742515,0.82959880239521,0.961520958083832,0.957928143712575
0.1,0.986994011976048,0.980724550898204,0.909287425149701,0.988167664670659,0.987155688622754,0.978251497005988,0.969874251497006,0.880401197604791,0.980874251497006,0.978616766467066
