delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0120538922155689,0.0128862275449102,0.0153353293413174,0.0148383233532934,0.0121916167664671,0.00876047904191617,0.0090059880239521,0.0125568862275449,0.0124610778443114,0.00902994011976048
0.02,0.0180119760479042,0.0193892215568862,0.0209101796407186,0.0223832335329341,0.0184071856287425,0.0109700598802395,0.0113712574850299,0.0153952095808383,0.0155928143712575,0.0113892215568862
0.03,0.0273053892215569,0.0289101796407186,0.0295748502994012,0.0334550898203593,0.0277065868263473,0.0158443113772455,0.0163413173652695,0.0201437125748503,0.0218922155688623,0.0162335329341317
0.04,0.0397844311377246,0.041059880239521,0.0390778443113772,0.0481137724550898,0.0404431137724551,0.0232335329341317,0.0235508982035928,0.0257664670658683,0.0310778443113772,0.0237544910179641
0.05,0.0535568862275449,0.0546107784431138,0.0504311377245509,0.0643053892215569,0.0540778443113772,0.0321916167664671,0.0317305389221557,0.0333652694610778,0.0423233532934132,0.0328622754491018
0.06,0.0742035928143713,0.0743413173652695,0.0671317365269461,0.0876526946107784,0.074748502994012,0.0453592814371257,0.0439640718562874,0.0443353293413174,0.0592035928143713,0.0460958083832335
0.07,0.101431137724551,0.0998263473053892,0.0865389221556886,0.118035928143713,0.102077844311377,0.0635269461077844,0.0611317365269461,0.0588862275449102,0.0814610778443114,0.0643952095808383
0.08,0.128676646706587,0.126982035928144,0.106748502994012,0.149616766467066,0.129335329341317,0.0831377245508982,0.0791437125748503,0.0732095808383234,0.104574850299401,0.0840718562874252
0.09,0.167119760479042,0.16240119760479,0.134065868263473,0.19188622754491,0.167724550898204,0.111700598802395,0.105203592814371,0.0941437125748503,0.138502994011976,0.112808383233533
0.1,0.210269461077844,0.205005988023952,0.167712574850299,0.237778443113772,0.210826347305389,0.145586826347305,0.137251497005988,0.121155688622755,0.176988023952096,0.146634730538922
