delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0912455089820359,0.133946107784431,0.126544910179641,0.0917305389221557,0.0962275449101796,0.0616826347305389,0.0995868263473054,0.0971796407185629,0.0667964071856287,0.0670479041916168
0.02,0.282898203592814,0.32962874251497,0.274832335329341,0.288233532934132,0.28925748502994,0.216209580838323,0.26497005988024,0.220383233532934,0.23022754491018,0.224784431137725
0.03,0.528077844311377,0.564005988023952,0.467832335329341,0.534784431137725,0.533826347305389,0.449431137724551,0.491305389221557,0.399814371257485,0.467347305389222,0.458497005988024
0.04,0.719149700598802,0.744994011976048,0.64734131736527,0.725497005988024,0.723449101796407,0.657437125748503,0.690862275449102,0.587263473053892,0.672059880239521,0.66477245508982
0.05,0.826095808383234,0.843694610778443,0.772491017964072,0.829754491017964,0.828796407185629,0.784652694610779,0.808694610778443,0.727634730538922,0.79451497005988,0.789335329341317
0.06,0.885311377245509,0.896976047904192,0.848838323353293,0.886748502994012,0.887179640718563,0.856592814371257,0.873892215568862,0.819155688622755,0.862946107784431,0.859904191616766
0.07,0.922868263473054,0.929125748502994,0.891706586826347,0.924305389221557,0.924455089820359,0.900616766467066,0.912005988023952,0.87137125748503,0.905928143712575,0.903419161676647
0.08,0.948898203592814,0.952071856287425,0.920239520958084,0.949748502994012,0.949874251497006,0.931281437125748,0.938676646706587,0.904221556886228,0.935359281437126,0.933323353293413
0.09,0.96802994011976,0.969473053892216,0.944844311377246,0.968982035928144,0.968844311377245,0.954808383233533,0.959700598802395,0.932155688622754,0.95825748502994,0.956293413173653
0.1,0.980850299401198,0.981293413173653,0.961832335329341,0.981850299401198,0.981323353293413,0.971676646706587,0.974353293413174,0.952137724550898,0.974017964071856,0.972479041916168
