delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0165928143712575,0.0164910179640719,0.0139341317365269,0.0204550898203593,0.0159341317365269,0.010502994011976,0.0102574850299401,0.0113233532934132,0.0145389221556886,0.010059880239521
0.02,0.0331017964071856,0.031688622754491,0.0253293413173653,0.0398203592814371,0.0317724550898204,0.0196706586826347,0.0178682634730539,0.0172634730538922,0.0262634730538922,0.0188982035928144
0.03,0.0608982035928144,0.0579640718562874,0.0439461077844311,0.0718263473053892,0.0588922155688623,0.0364491017964072,0.0339341317365269,0.0298383233532934,0.0477005988023952,0.0352874251497006
0.04,0.0984610778443114,0.0943652694610778,0.0701556886227545,0.114299401197605,0.0957604790419162,0.0625389221556886,0.0582994011976048,0.0489580838323353,0.0790239520958084,0.0612395209580838
0.05,0.153437125748503,0.14525748502994,0.105107784431138,0.174263473053892,0.149467065868263,0.102185628742515,0.0942934131736527,0.0750239520958084,0.126,0.0998263473053892
0.06,0.226317365269461,0.215413173652695,0.157185628742515,0.253,0.22177245508982,0.160005988023952,0.148544910179641,0.116323353293413,0.191095808383234,0.157269461077844
0.07,0.309928143712575,0.295616766467066,0.218491017964072,0.339706586826347,0.305035928143713,0.230107784431138,0.215305389221557,0.168568862275449,0.268269461077844,0.227341317365269
0.08,0.401724550898204,0.385437125748503,0.285323353293413,0.43540119760479,0.396952095808383,0.310389221556886,0.292173652694611,0.226712574850299,0.35511377245509,0.307167664670659
0.09,0.494461077844311,0.473520958083832,0.358077844311377,0.52825748502994,0.489928143712575,0.398251497005988,0.37611377245509,0.29274251497006,0.446479041916168,0.395658682634731
0.1,0.586389221556886,0.565538922155689,0.436526946107784,0.619874251497006,0.581610778443114,0.490586826347305,0.466023952095808,0.368281437125749,0.538497005988024,0.48751497005988
