delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0247544910179641,0.0343952095808383,0.0224131736526946,0.0330479041916168,0.028688622754491,0.0152335329341317,0.022,0.0168083832335329,0.0266766467065868,0.0192754491017964
0.02,0.0533652694610778,0.0682814371257485,0.0439461077844311,0.0695089820359281,0.0600479041916168,0.0322395209580838,0.0419580838323353,0.031437125748503,0.0528083832335329,0.0386407185628743
0.03,0.0990299401197605,0.12159880239521,0.0766467065868264,0.125431137724551,0.111047904191617,0.0624550898203593,0.0781916167664671,0.0554730538922156,0.0969281437125749,0.0743173652694611
0.04,0.163850299401198,0.192365269461078,0.122586826347305,0.199832335329341,0.180275449101796,0.10840119760479,0.13122754491018,0.0923173652694611,0.160233532934132,0.126323353293413
0.05,0.24362874251497,0.27774251497006,0.179197604790419,0.288916167664671,0.264353293413174,0.171502994011976,0.198730538922156,0.136706586826347,0.238287425149701,0.194269461077844
0.06,0.342065868263473,0.37811377245509,0.252329341317365,0.393718562874252,0.36437125748503,0.252964071856287,0.285670658682635,0.199221556886228,0.335532934131737,0.281508982035928
0.07,0.43622754491018,0.475071856287425,0.329778443113772,0.491904191616766,0.459520958083832,0.338383233532934,0.375221556886228,0.266994011976048,0.429353293413174,0.370383233532934
0.08,0.527616766467066,0.564041916167665,0.404850299401198,0.582982035928144,0.549239520958084,0.425796407185629,0.461526946107784,0.336526946107784,0.520784431137725,0.457670658682635
0.09,0.612191616766467,0.645233532934132,0.481209580838323,0.665389221556886,0.632233532934132,0.512089820359281,0.547694610778443,0.409293413173653,0.605389221556886,0.54377245508982
0.1,0.685107784431138,0.712802395209581,0.55122754491018,0.735287425149701,0.702215568862275,0.590694610778443,0.621353293413174,0.477922155688623,0.679047904191617,0.619011976047904
