delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0895329341317365,0.0930778443113772,0.0875508982035928,0.0933592814371258,0.0877065868263473,0.0565209580838323,0.0611676646706587,0.0687724550898204,0.0611556886227545,0.0552994011976048
0.02,0.176754491017964,0.177389221556886,0.15274251497006,0.182922155688623,0.173874251497006,0.111832335329341,0.114095808383234,0.107419161676647,0.119161676646707,0.109646706586826
0.03,0.295191616766467,0.293550898203593,0.245431137724551,0.303419161676647,0.29137125748503,0.202880239520958,0.203185628742515,0.175167664670659,0.21285628742515,0.199934131736527
0.04,0.435083832335329,0.425892215568862,0.349305389221557,0.444,0.431041916167665,0.32374251497006,0.316682634730539,0.263437125748503,0.336023952095808,0.320784431137725
0.05,0.58214371257485,0.568550898203593,0.469125748502994,0.590940119760479,0.578766467065868,0.465586826347305,0.45425748502994,0.372658682634731,0.47988622754491,0.462479041916168
0.06,0.712497005988024,0.697550898203593,0.583790419161677,0.720089820359282,0.709532934131737,0.605838323353293,0.590670658682635,0.487107784431138,0.61911377245509,0.602976047904192
0.07,0.813538922155689,0.798802395209581,0.685203592814371,0.819425149700599,0.811335329341317,0.72751497005988,0.710610778443114,0.596443113772455,0.739389221556886,0.724916167664671
0.08,0.887922155688623,0.875832335329341,0.772,0.892119760479042,0.886281437125749,0.823796407185629,0.808730538922156,0.695155688622755,0.832245508982036,0.821754491017964
0.09,0.935796407185629,0.926413173652695,0.836652694610778,0.938586826347305,0.934880239520958,0.893191616766467,0.879640718562874,0.773125748502994,0.899251497005988,0.891754491017964
0.1,0.964892215568862,0.957682634730539,0.883652694610779,0.966508982035928,0.964281437125748,0.936754491017964,0.926676646706587,0.834616766467066,0.940802395209581,0.935874251497006
