delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.112035928143713,0.123538922155689,0.0972035928143713,0.125281437125748,0.115850299401198,0.0717245508982036,0.0879580838323353,0.0617964071856287,0.0951676646706587,0.0788682634730539
0.02,0.207736526946108,0.219413173652695,0.167844311377246,0.226275449101796,0.212652694610778,0.13262874251497,0.154095808383234,0.104862275449102,0.167796407185629,0.142994011976048
0.03,0.323395209580838,0.337365269461078,0.258083832335329,0.347658682634731,0.328125748502994,0.223604790419162,0.250526946107784,0.173634730538922,0.270676646706587,0.23597005988024
0.04,0.450473053892216,0.468041916167665,0.36934131736527,0.479071856287425,0.454640718562874,0.336562874251497,0.368706586826347,0.265323353293413,0.390706586826347,0.349125748502994
0.05,0.566203592814371,0.586497005988024,0.477119760479042,0.59425748502994,0.569329341317365,0.451586826347305,0.487233532934132,0.36677245508982,0.507197604790419,0.463706586826347
0.06,0.671562874251497,0.690604790419162,0.580718562874252,0.697437125748503,0.674341317365269,0.567437125748503,0.599982035928144,0.472269461077844,0.618964071856287,0.578550898203593
0.07,0.75174251497006,0.770670658682635,0.671365269461078,0.773299401197605,0.753820359281437,0.663473053892216,0.696329341317365,0.573239520958084,0.707323353293413,0.672796407185629
0.08,0.812544910179641,0.828137724550898,0.743682634730539,0.829526946107784,0.814131736526946,0.738269461077844,0.76877245508982,0.65940119760479,0.775508982035928,0.745868263473054
0.09,0.85977245508982,0.874347305389222,0.808425149700599,0.872718562874251,0.860700598802395,0.802850299401198,0.828508982035928,0.73914371257485,0.832101796407186,0.80888622754491
0.1,0.89259880239521,0.905287425149701,0.852029940119761,0.903077844311377,0.893634730538922,0.846023952095808,0.870035928143713,0.795431137724551,0.869760479041916,0.85111377245509
