delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.00677245508982036,0.00540718562874252,0.0049940119760479,0.012562874251497,0.00637125748502994,0.00444910179640719,0.00291017964071856,0.0025688622754491,0.0107664670658683,0.00430538922155689
0.02,0.0110419161676647,0.00876047904191617,0.00804191616766467,0.0192155688622754,0.0104670658682635,0.00650898203592815,0.00439520958083832,0.00349101796407186,0.0142934131736527,0.0061497005988024
0.03,0.0182634730538922,0.0141017964071856,0.0131497005988024,0.0307604790419162,0.0172215568862275,0.0102634730538922,0.00722155688622755,0.00567664670658683,0.0219580838323353,0.00983233532934132
0.04,0.0288502994011976,0.0227065868263473,0.020059880239521,0.0466586826347305,0.0277305389221557,0.0164850299401198,0.0111197604790419,0.00850898203592814,0.033185628742515,0.0156107784431138
0.05,0.0431017964071856,0.0342994011976048,0.0287844311377246,0.0674670658682635,0.0412574850299401,0.0249580838323353,0.0178502994011976,0.0131017964071856,0.0489221556886228,0.0241796407185629
0.06,0.062377245508982,0.0502874251497006,0.0425209580838323,0.0948203592814371,0.0598982035928144,0.0381437125748503,0.0271676646706587,0.0196706586826347,0.0699461077844311,0.0366826347305389
0.07,0.0881017964071856,0.0725029940119761,0.059311377245509,0.130544910179641,0.0847784431137725,0.0555868263473054,0.0404311377245509,0.0295269461077844,0.0977305389221557,0.053874251497006
0.08,0.119652694610778,0.0988802395209581,0.0801976047904192,0.171137724550898,0.116041916167665,0.0773832335329341,0.0569461077844311,0.0411736526946108,0.131796407185629,0.0751077844311377
0.09,0.157383233532934,0.132688622754491,0.107718562874252,0.219275449101796,0.15259880239521,0.106538922155689,0.0806107784431138,0.0583053892215569,0.171988023952096,0.103532934131737
0.1,0.202383233532934,0.172017964071856,0.138407185628743,0.273377245508982,0.197281437125749,0.140754491017964,0.108916167664671,0.0787904191616766,0.219760479041916,0.137508982035928
