alpha,t2,w2,s2,b2,p2
0.001,6.58682634730539e-05,0.000604790419161677,0.00158083832335329,8.38323353293413e-05,6.58682634730539e-05
0.002,0.000137724550898204,0.00092814371257485,0.00235928143712575,0.000191616766467066,0.000149700598802395
0.003,0.000221556886227545,0.0012814371257485,0.00302994011976048,0.000251497005988024,0.000245508982035928
0.004,0.000269461077844311,0.0015748502994012,0.00367664670658683,0.000323353293413174,0.000281437125748503
0.005,0.000329341317365269,0.00183832335329341,0.00413173652694611,0.000383233532934132,0.000347305389221557
0.006,0.000389221556886228,0.00216167664670659,0.00462874251497006,0.000479041916167665,0.000419161676646707
0.007,0.000461077844311377,0.00235928143712575,0.00517964071856287,0.000574850299401198,0.000497005988023952
0.008,0.000550898203592814,0.00262874251497006,0.00559880239520958,0.00070059880239521,0.000610778443113772
0.009,0.000664670658682635,0.00286826347305389,0.0061497005988024,0.000802395209580838,0.00070059880239521
0.01,0.000748502994011976,0.0031437125748503,0.00650299401197605,0.000874251497005988,0.000772455089820359
0.02,0.00158682634730539,0.00546107784431138,0.0102934131736527,0.00180239520958084,0.00162874251497006
0.03,0.00249700598802395,0.00767664670658683,0.013622754491018,0.00288622754491018,0.00255688622754491
0.04,0.00362874251497006,0.00969461077844311,0.016562874251497,0.00405988023952096,0.00368263473053892
0.05,0.00470658682634731,0.0116347305389222,0.0192754491017964,0.0051377245508982,0.00477245508982036
0.06,0.00585029940119761,0.0138083832335329,0.0217305389221557,0.00638323353293413,0.00592215568862275
0.07,0.00706586826347305,0.0159700598802395,0.0243532934131737,0.00768862275449102,0.00710778443113772
0.08,0.00835928143712575,0.0180838323353293,0.0269161676646707,0.00892814371257485,0.00837125748502994
0.09,0.00947305389221557,0.0201676646706587,0.0292215568862275,0.0100658682634731,0.00947305389221557
0.1,0.0107245508982036,0.0219700598802395,0.0311556886227545,0.0113293413173653,0.010688622754491
