alpha,t2,w2,s2,b2,p2
0.001,1.19760479041916e-05,0.000311377245508982,0.000856287425149701,1.79640718562874e-05,2.39520958083832e-05
0.002,3.59281437125749e-05,0.000532934131736527,0.00135928143712575,7.18562874251497e-05,6.58682634730539e-05
0.003,0.00011377245508982,0.000760479041916168,0.00189221556886228,0.000149700598802395,0.000131736526946108
0.004,0.000155688622754491,0.000964071856287425,0.00220359281437126,0.000197604790419162,0.000173652694610778
0.005,0.000209580838323353,0.00110778443113772,0.00259281437125749,0.000251497005988024,0.000233532934131737
0.006,0.000251497005988024,0.00134131736526946,0.00301197604790419,0.000287425149700599,0.000287425149700599
0.007,0.000287425149700599,0.00150299401197605,0.00335329341317365,0.000353293413173653,0.000323353293413174
0.008,0.000353293413173653,0.00167065868263473,0.00358682634730539,0.000377245508982036,0.000365269461077844
0.009,0.00037125748502994,0.00180838323353293,0.004,0.000395209580838323,0.000377245508982036
0.01,0.000383233532934132,0.00197604790419162,0.00427544910179641,0.000461077844311377,0.00044311377245509
0.02,0.000904191616766467,0.00344910179640719,0.00701197604790419,0.00106586826347305,0.000952095808383234
0.03,0.00153892215568862,0.0049940119760479,0.00955688622754491,0.00174850299401198,0.00158083832335329
0.04,0.00224550898203593,0.00650898203592815,0.0119041916167665,0.00250898203592814,0.00227544910179641
0.05,0.00297005988023952,0.00798203592814371,0.013688622754491,0.00330538922155689,0.00304191616766467
0.06,0.00379041916167665,0.00961077844311377,0.0159640718562874,0.0041437125748503,0.00379640718562874
0.07,0.00464670658682635,0.0111377245508982,0.0177964071856287,0.00501796407185629,0.00466467065868264
0.08,0.00547305389221557,0.012622754491018,0.0197544910179641,0.00585029940119761,0.00550299401197605
0.09,0.00626347305389222,0.0140958083832335,0.0217365269461078,0.00674850299401198,0.00625748502994012
0.1,0.00719760479041916,0.0157844311377246,0.0232395209580838,0.00773053892215569,0.00717365269461078
