alpha,t2,w2,s2,b2,p2
0.001,7.78443113772455e-05,0.000179640718562874,0.000161676646706587,0.000449101796407186,0.000155688622754491
0.002,0.000221556886227545,0.000377245508982036,0.00025748502994012,0.000790419161676647,0.000347305389221557
0.003,0.000389221556886228,0.000604790419161677,0.000544910179640719,0.00108982035928144,0.000532934131736527
0.004,0.000544910179640719,0.000838323353293413,0.000544910179640719,0.00144311377245509,0.000718562874251497
0.005,0.000664670658682635,0.001,0.000952095808383234,0.00182035928143713,0.000874251497005988
0.006,0.000826347305389222,0.00119760479041916,0.000952095808383234,0.00219161676646707,0.00110179640718563
0.007,0.00101197604790419,0.00152694610778443,0.00127544910179641,0.00249101796407186,0.00134131736526946
0.008,0.00118562874251497,0.00173053892215569,0.00156287425149701,0.00276646706586826,0.0015748502994012
0.009,0.00139520958083832,0.00213173652694611,0.00156287425149701,0.0031377245508982,0.00177245508982036
0.01,0.00159880239520958,0.00233532934131737,0.00156287425149701,0.00340718562874252,0.00197005988023952
0.02,0.00366467065868264,0.00444311377245509,0.00382035928143713,0.00607784431137725,0.00416167664670659
0.03,0.00568862275449102,0.00717964071856287,0.00559880239520958,0.00870059880239521,0.00621556886227545
0.04,0.00770059880239521,0.00953892215568862,0.00758682634730539,0.0113233532934132,0.00833532934131737
0.05,0.00994610778443114,0.0119640718562874,0.00921556886227545,0.0140658682634731,0.0104610778443114
0.06,0.0122095808383234,0.0146586826347305,0.0116467065868263,0.0168562874251497,0.0127664670658683
0.07,0.0147245508982036,0.0167784431137725,0.0144011976047904,0.0196467065868263,0.0150479041916168
0.08,0.017185628742515,0.0189161676646707,0.0167425149700599,0.0222814371257485,0.0175149700598802
0.09,0.0197964071856287,0.0214790419161677,0.0167425149700599,0.0248862275449102,0.0199700598802395
0.1,0.0221976047904192,0.0239760479041916,0.0211736526946108,0.0274011976047904,0.0224011976047904
