delta,t2,w2,s2,b2,p2
0.01,0.00572455089820359,0.00811976047904192,0.0064251497005988,0.00907185628742515,0.00624550898203593
0.02,0.003,0.00391616766467066,0.00339520958083832,0.00445508982035928,0.00321556886227545
0.03,0.00125149700598802,0.00166467065868263,0.0018502994011976,0.00198802395209581,0.00131736526946108
0.04,0.000550898203592814,0.000820359281437126,0.000946107784431138,0.000976047904191617,0.000562874251497006
0.05,0.000251497005988024,0.000341317365269461,0.00055688622754491,0.00044311377245509,0.000275449101796407
0.06,0.000101796407185629,0.000143712574850299,0.000239520958083832,0.000179640718562874,0.000107784431137725
0.07,6.58682634730539e-05,0.000119760479041916,0.00018562874251497,0.000107784431137725,6.58682634730539e-05
0.08,2.9940119760479e-05,3.59281437125749e-05,8.38323353293413e-05,5.98802395209581e-05,2.9940119760479e-05
0.09,1.79640718562874e-05,1.79640718562874e-05,4.19161676646707e-05,1.79640718562874e-05,1.79640718562874e-05
0.1,0,5.98802395209581e-06,5.98802395209581e-06,0,0
